pos	block_id	phase_state	local_phase_state	confidence
208792	block_27	1	1	0.375000
211156	block_27	1	1	0.500000
211168	block_27	1	1	0.500000
211428	block_27	1	1	0.500000
213649	block_27	1	1	0.375000
213886	block_27	1	1	0.500000
214444	block_27	1	1	0.500000
214461	block_27	1	1	0.500000
214646	block_27	-1	-1	0.500000
214796	block_27	1	1	0.375000
214824	block_27	1	1	0.500000
214879	block_27	-1	-1	0.500000
215055	block_27	-1	-1	0.500000
215963	block_27	-1	-1	0.375000
219501	block_27	-1	-1	0.375000
224189	block_27	-1	-1	0.355526
225761	block_27	-1	-1	0.355526
226775	block_27	-1	-1	0.355526
227248	unassigned	0	0	0.000000
227527	block_28	-1	-1	0.375000
227704	unassigned	0	0	0.000000
229420	block_29	-1	-1	0.375000
230234	block_29	-1	-1	0.375000
230868	block_29	-1	-1	0.375000
231070	block_29	-1	-1	0.375000
231318	block_29	-1	-1	0.375000
231710	block_29	-1	-1	0.500000
231898	unassigned	0	0	0.500000
231900	unassigned	0	0	0.500000
234144	unassigned	0	0	0.000000
234239	block_30	-1	-1	0.375000
245443	unassigned	0	0	0.000000
245470	block_31	-1	-1	0.500000
245472	block_31	-1	-1	0.500000
245474	block_31	-1	-1	0.500000
249412	unassigned	0	0	0.500000
249875	block_32	1	1	0.500000
249900	block_32	1	1	0.500000
250449	block_32	1	1	0.500000
250472	block_32	-1	-1	0.500000
250554	block_32	-1	-1	0.500000
251035	block_32	-1	-1	0.375000
251370	block_32	1	1	1.000000
251466	block_32	1	1	1.000000
251699	block_32	1	1	1.000000
251993	unassigned	0	0	0.000000
252833	block_33	1	1	0.299428
252834	block_33	-1	-1	0.375000
252881	block_33	-1	-1	0.375000
253538	unassigned	0	0	0.000000
253719	unassigned	0	0	0.000000
254466	block_34	1	1	0.102410
255081	block_34	-1	-1	0.500000
255329	block_34	-1	-1	0.500000
255356	unassigned	0	0	0.000000
255447	block_35	1	1	0.500000
255527	block_35	1	1	0.500000
255597	block_35	1	1	0.500000
255645	block_35	1	1	0.500000
255687	block_35	1	1	0.500000
255778	block_35	1	1	0.500000
255818	unassigned	0	0	0.000000
256161	block_36	1	1	0.500000
256351	block_36	1	1	0.500000
256411	block_36	1	1	0.500000
256777	block_36	1	1	0.500000
256856	block_36	1	1	0.500000
256904	block_36	-1	-1	0.500000
256928	block_36	1	1	0.500000
256977	block_36	1	1	0.490000
257036	block_36	-1	-1	0.500000
257175	block_36	1	1	0.375000
257379	block_36	1	1	0.500000
257794	block_36	1	1	0.375000
257866	block_36	-1	-1	0.500000
257889	block_36	-1	-1	0.500000
257899	block_36	-1	-1	0.500000
258096	block_36	-1	-1	0.500000
258653	block_36	1	1	0.490000
258767	unassigned	0	0	0.000000
258770	block_37	-1	-1	1.000000
259023	block_37	1	1	0.500000
259047	block_37	1	1	0.500000
259056	block_37	1	1	0.500000
260063	block_37	-1	-1	0.500000
260065	block_37	-1	-1	0.500000
260593	block_37	-1	-1	0.500000
260725	block_37	1	1	0.500000
260755	block_37	1	1	0.500000
261185	unassigned	0	0	0.000000
261944	block_38	1	1	0.375000
262044	block_38	-1	-1	0.375000
263451	block_38	-1	-1	0.375000
263497	unassigned	0	0	0.000000
263776	block_39	-1	-1	0.375000
265021	unassigned	0	0	0.000000
265390	block_40	-1	-1	0.298713
269844	block_40	-1	-1	0.375000
273372	block_40	1	1	1.000000
273903	unassigned	0	0	0.000000
274125	block_41	-1	-1	0.500000
274210	block_41	-1	-1	0.500000
274599	block_41	-1	-1	1.000000
274820	block_41	-1	-1	0.375000
275241	block_41	-1	-1	0.375000
275466	block_41	-1	-1	0.500000
275932	block_41	-1	-1	0.500000
276086	block_41	-1	-1	0.500000
276225	block_41	-1	-1	0.500000
276245	block_41	-1	-1	0.500000
276351	block_41	-1	-1	0.500000
276391	block_41	-1	-1	0.500000
276679	block_41	1	1	0.490000
277092	block_41	-1	-1	0.500000
277162	block_41	-1	-1	0.500000
277550	block_41	1	1	0.500000
277574	block_41	1	1	0.500000
277654	block_41	-1	-1	0.500000
277664	block_41	1	1	0.500000
277800	block_41	-1	-1	0.375000
277808	block_41	-1	-1	0.500000
277915	block_41	-1	-1	0.500000
278070	block_41	-1	-1	0.500000
278224	block_41	1	1	0.500000
278515	block_41	-1	-1	0.375000
278930	unassigned	0	0	0.000000
278962	unassigned	0	0	0.000000
278966	block_42	-1	-1	1.000000
278977	block_42	-1	-1	1.000000
279062	unassigned	0	0	0.000000
279069	unassigned	0	0	0.000000
279328	block_43	-1	-1	1.000000
279759	block_43	-1	-1	0.375000
279880	block_43	-1	-1	1.000000
280230	block_43	-1	-1	1.000000
280339	block_43	-1	-1	1.000000
281010	block_43	-1	-1	0.375000
281470	block_43	-1	-1	0.375000
281929	block_43	1	1	0.375000
282596	block_43	1	1	0.185610
282775	block_43	-1	-1	0.184490
283019	block_43	1	1	0.375000
283328	block_43	1	1	1.000000
283411	block_43	1	1	0.500000
283535	block_43	1	1	0.500000
283694	block_43	-1	-1	0.375000
283724	block_43	1	1	0.500000
283857	block_43	-1	-1	0.500000
284338	block_43	1	1	0.500000
284356	block_43	1	1	0.500000
284597	block_43	1	1	0.500000
284724	block_43	-1	-1	0.500000
284881	block_43	-1	-1	0.500000
285327	block_43	-1	-1	0.500000
285600	block_43	-1	-1	0.500000
285621	block_43	-1	-1	0.500000
285738	block_43	-1	-1	0.500000
286151	block_43	-1	-1	0.500000
286710	block_43	-1	-1	0.500000
286812	block_43	-1	-1	1.000000
287237	block_43	-1	-1	0.500000
287305	block_43	-1	-1	0.500000
287629	block_43	-1	-1	0.500000
287833	block_43	-1	-1	0.500000
287837	block_43	1	1	0.500000
287876	block_43	-1	-1	0.500000
287908	unassigned	0	0	0.000000
287932	block_44	-1	-1	0.500000
288158	unassigned	0	0	0.000000
288365	block_45	-1	-1	0.375000
288516	block_45	-1	-1	0.375000
289049	block_45	1	1	0.239375
289196	unassigned	0	0	0.000000
289773	block_46	1	1	0.239375
289787	block_46	1	1	0.375000
289993	block_46	1	1	0.320194
290134	block_46	1	1	0.320194
290494	unassigned	0	0	0.000000
290584	unassigned	0	0	0.000000
291169	block_47	-1	-1	0.375000
291796	block_47	-1	-1	0.375000
292806	unassigned	0	0	0.000000
293692	block_48	-1	-1	0.375000
296976	block_48	-1	-1	0.500000
297051	block_48	-1	-1	0.500000
297191	block_48	-1	-1	0.500000
297482	unassigned	0	0	0.000000
297874	block_49	1	1	0.375000
298162	block_49	-1	-1	0.375000
298839	block_49	-1	-1	0.375000
299130	unassigned	0	0	0.000000
301778	block_50	-1	-1	0.375000
302639	block_50	-1	-1	0.375000
304257	block_50	-1	-1	0.500000
304335	block_50	-1	-1	0.500000
304376	block_50	-1	-1	0.500000
304504	unassigned	0	0	0.000000
304679	block_51	1	1	0.500000
304705	block_51	-1	-1	0.500000
305384	block_51	1	1	1.000000
305843	block_51	-1	-1	0.500000
305871	block_51	1	1	0.500000
305882	block_51	1	1	0.500000
306232	unassigned	0	0	0.000000
306414	block_52	-1	-1	0.500000
306535	block_52	1	1	0.500000
306742	block_52	1	1	0.500000
306776	block_52	-1	-1	0.500000
306993	block_52	-1	-1	1.000000
307693	block_52	1	1	1.000000
308128	unassigned	0	0	0.500000
308261	block_53	-1	-1	0.500000
308278	block_53	-1	-1	0.500000
308718	block_53	-1	-1	0.500000
309613	block_53	-1	-1	0.375000
311683	unassigned	0	0	0.000000
311774	block_54	-1	-1	0.375000
314417	block_54	-1	-1	0.500000
314431	block_54	-1	-1	0.500000
314495	block_54	-1	-1	0.500000
314595	block_54	1	1	0.500000
314668	block_54	1	1	0.500000
314877	unassigned	0	0	0.500000
314905	unassigned	0	0	0.000000
315222	block_55	1	1	0.375000
315528	unassigned	0	0	0.000000
315724	unassigned	0	0	0.000000
316587	block_56	-1	-1	0.375000
316724	unassigned	0	0	0.000000
317772	block_57	-1	-1	0.375000
318091	block_57	-1	-1	0.375000
318388	block_57	-1	-1	0.375000
318854	block_57	-1	-1	0.500000
318941	unassigned	0	0	0.000000
318943	unassigned	0	0	0.500000
319115	unassigned	0	0	0.500000
319367	block_58	1	1	0.375000
326089	block_58	-1	-1	0.375000
338577	unassigned	0	0	0.000000
340858	block_59	-1	-1	0.375000
340865	block_59	-1	-1	0.375000
341112	unassigned	0	0	0.000000
341505	unassigned	0	0	0.000000
341968	block_60	1	1	0.490000
342641	unassigned	0	0	0.500000
342664	unassigned	0	0	0.500000
342939	unassigned	0	0	0.500000
343326	block_61	-1	-1	0.500000
343479	block_61	1	1	0.490000
343825	block_61	-1	-1	0.500000
343865	block_61	-1	-1	0.500000
343893	block_61	-1	-1	0.500000
344097	unassigned	0	0	0.000000
344354	block_62	1	1	0.168338
344458	unassigned	0	0	0.000000
345372	block_63	1	1	0.131460
345506	block_63	-1	-1	0.375000
345647	unassigned	0	0	0.000000
349198	block_64	1	1	0.375000
350646	unassigned	0	0	0.000000
350660	block_65	-1	-1	0.375000
351164	unassigned	0	0	0.000000
352819	unassigned	0	0	0.000000
353673	block_66	1	1	0.375000
354581	unassigned	0	0	0.000000
355283	unassigned	0	0	0.000000
356342	unassigned	0	0	0.000000
358579	unassigned	0	0	0.000000
358585	unassigned	0	0	0.000000
358841	block_67	1	1	0.375000
359400	block_67	1	1	0.375000
359869	block_67	-1	-1	0.500000
359913	block_67	-1	-1	0.500000
359914	block_67	-1	-1	0.500000
359916	block_67	-1	-1	0.500000
359924	block_67	-1	-1	0.500000
359930	block_67	-1	-1	0.500000
359931	block_67	-1	-1	0.500000
359947	block_67	-1	-1	0.500000
359953	block_67	-1	-1	0.500000
359954	block_67	-1	-1	0.500000
359955	block_67	-1	-1	0.500000
359960	block_67	-1	-1	0.500000
359969	block_67	-1	-1	0.500000
360554	block_67	1	1	0.500000
360556	block_67	1	1	0.500000
360622	block_67	1	1	0.500000
361302	block_67	1	1	0.307984
362051	block_67	1	1	0.307984
362052	block_67	1	1	0.307984
362679	block_67	1	1	0.307984
363003	block_67	-1	-1	0.500000
363114	block_67	-1	-1	0.500000
363119	block_67	-1	-1	0.500000
363245	unassigned	0	0	0.500000
363435	block_68	-1	-1	0.500000
363987	block_68	-1	-1	1.000000
364755	block_68	-1	-1	0.375000
365798	unassigned	0	0	0.000000
366711	block_69	-1	-1	0.708333
367079	block_69	-1	-1	0.500000
367082	block_69	-1	-1	0.500000
367106	unassigned	0	0	0.500000
367141	block_70	-1	-1	0.500000
367164	block_70	-1	-1	0.375000
367176	block_70	-1	-1	0.500000
367214	unassigned	0	0	0.000000
367244	unassigned	0	0	0.000000
367252	unassigned	0	0	0.500000
367264	block_71	1	1	0.500000
367521	block_71	-1	-1	0.500000
367522	unassigned	0	0	0.500000
367544	block_72	1	1	0.500000
367675	block_72	1	1	0.500000
367690	block_72	1	1	0.500000
367721	unassigned	0	0	0.000000
367877	unassigned	0	0	0.500000
368132	block_73	1	1	0.500000
368260	block_73	-1	-1	0.500000
368284	unassigned	0	0	0.000000
368410	block_74	1	1	0.490000
368580	block_74	1	1	0.375000
368677	block_74	1	1	0.375000
369998	block_74	1	1	1.000000
370237	block_74	1	1	1.000000
370371	block_74	1	1	1.000000
371300	block_74	1	1	0.375000
371526	block_74	1	1	0.151022
372676	block_74	1	1	0.375000
373053	block_74	1	1	0.375000
373694	block_74	1	1	0.500000
373749	block_74	1	1	0.500000
374221	block_74	1	1	0.500000
374323	block_74	1	1	0.500000
374580	block_74	1	1	0.500000
374601	block_74	-1	-1	0.500000
374675	block_74	-1	-1	0.500000
374740	block_74	-1	-1	0.375000
374743	block_74	-1	-1	0.500000
374744	unassigned	0	0	0.300000
374747	block_75	-1	-1	0.500000
374754	block_75	-1	-1	0.500000
374905	block_75	-1	-1	0.152442
375120	block_75	-1	-1	0.500000
375359	block_75	1	1	1.000000
375590	block_75	-1	-1	1.000000
376031	unassigned	0	0	0.000000
376141	block_76	1	1	0.500000
376217	block_76	1	1	0.500000
376406	block_76	1	1	0.500000
376484	block_76	1	1	0.500000
377035	block_76	-1	-1	0.500000
377056	block_76	-1	-1	0.500000
377184	block_76	-1	-1	0.500000
377366	block_76	-1	-1	0.500000
377503	block_76	1	1	0.375000
377680	unassigned	0	0	0.000000
381358	block_77	-1	-1	0.500000
381637	block_77	1	1	0.500000
381684	block_77	-1	-1	0.500000
381742	unassigned	0	0	0.000000
381797	unassigned	0	0	0.500000
383651	block_78	1	1	0.352420
385860	unassigned	0	0	0.000000
385969	block_79	-1	-1	0.375000
386036	block_79	-1	-1	0.375000
391001	unassigned	0	0	0.000000
391003	block_80	-1	-1	1.000000
391137	block_80	-1	-1	0.500000
391138	block_80	-1	-1	0.500000
391328	block_80	-1	-1	0.500000
392557	unassigned	0	0	0.000000
393023	block_81	-1	-1	0.375000
393038	unassigned	0	0	0.000000
393163	unassigned	0	0	0.000000
393192	block_82	-1	-1	1.000000
393337	block_82	-1	-1	0.375000
393417	block_82	-1	-1	0.500000
393740	block_82	-1	-1	0.500000
393795	block_82	-1	-1	0.500000
394032	unassigned	0	0	0.000000
394119	block_83	-1	-1	0.500000
394301	block_83	1	1	1.000000
394462	block_83	-1	-1	1.000000
394955	block_83	-1	-1	0.375000
396582	block_83	-1	-1	0.375000
397598	unassigned	0	0	0.000000
398287	block_84	-1	-1	0.500000
398312	block_84	-1	-1	0.500000
398313	block_84	-1	-1	0.500000
398315	block_84	-1	-1	0.500000
398320	block_84	-1	-1	0.500000
398324	block_84	-1	-1	0.500000
398327	block_84	-1	-1	0.500000
398334	unassigned	0	0	0.500000
399958	block_85	1	1	1.000000
400146	block_85	1	1	0.375000
400336	block_85	1	1	0.500000
400547	block_85	1	1	0.500000
400677	block_85	1	1	0.500000
400755	block_85	-1	-1	0.500000
400797	block_85	1	1	0.500000
400887	block_85	1	1	0.500000
401685	unassigned	0	0	0.000000
401702	block_86	-1	-1	0.500000
401915	block_86	-1	-1	0.500000
401983	block_86	-1	-1	0.500000
402232	block_86	1	1	0.500000
403859	block_86	1	1	0.278005
404000	block_86	1	1	0.375000
404254	block_86	1	1	0.278005
404408	block_86	1	1	0.375000
405220	block_86	1	1	0.375000
405345	unassigned	0	0	0.000000
406732	unassigned	0	0	0.000000
407013	block_87	1	1	0.375000
407083	block_87	1	1	0.174645
407171	block_87	1	1	0.174645
408028	unassigned	0	0	0.000000
408812	block_88	-1	-1	0.375000
409237	block_88	1	1	0.375000
409340	block_88	1	1	0.375000
410526	block_88	-1	-1	0.375000
413334	block_88	1	1	0.375000
413917	unassigned	0	0	0.000000
413941	block_89	-1	-1	0.265186
414091	unassigned	0	0	0.000000
414317	block_90	-1	-1	0.295164
415178	block_90	-1	-1	0.295164
415512	unassigned	0	0	0.000000
417634	block_91	-1	-1	0.375000
418430	block_91	-1	-1	0.500000
418432	block_91	-1	-1	0.500000
418579	block_91	-1	-1	0.500000
418601	block_91	-1	-1	0.500000
418603	block_91	-1	-1	0.500000
418658	block_91	-1	-1	0.500000
419860	unassigned	0	0	0.000000
420228	block_92	-1	-1	0.375000
420465	block_92	-1	-1	0.375000
421527	block_92	-1	-1	0.375000
422277	block_92	-1	-1	0.500000
422514	block_92	-1	-1	0.375000
422548	block_92	1	1	0.500000
422567	block_92	1	1	0.500000
424413	block_92	1	1	0.338197
443554	unassigned	0	0	0.000000
443921	block_93	1	1	0.375000
444453	block_93	1	1	0.375000
444562	block_93	1	1	0.375000
444790	block_93	1	1	0.375000
444962	block_93	-1	-1	0.375000
445789	block_93	-1	-1	0.375000
446426	block_93	-1	-1	0.375000
446529	block_93	-1	-1	0.375000
446943	unassigned	0	0	0.000000
447395	block_94	1	1	0.375000
448123	block_94	1	1	0.375000
448284	block_94	1	1	0.375000
448552	block_94	1	1	0.375000
449078	block_94	-1	-1	0.155327
449153	unassigned	0	0	0.000000
449266	unassigned	0	0	0.000000
449285	unassigned	0	0	0.000000
450092	block_95	1	1	0.375000
450858	block_95	1	1	0.375000
452042	block_95	1	1	0.375000
452135	block_95	1	1	0.375000
453460	unassigned	0	0	0.000000
453539	unassigned	0	0	0.000000
453540	unassigned	0	0	0.000000
453995	unassigned	0	0	0.500000
454087	block_96	-1	-1	0.500000
454236	unassigned	0	0	0.000000
454295	unassigned	0	0	0.000000
454614	block_97	-1	-1	0.500000
454650	unassigned	0	0	0.000000
454798	block_98	-1	-1	0.375000
456053	block_98	1	1	0.124672
456337	unassigned	0	0	0.000000
456603	unassigned	0	0	0.000000
456818	block_99	-1	-1	0.375000
456933	unassigned	0	0	0.000000
458331	block_100	-1	-1	0.375000
458461	block_100	-1	-1	0.375000
459799	block_100	-1	-1	0.375000
460434	unassigned	0	0	0.000000
460464	block_101	-1	-1	0.375000
461679	block_101	-1	-1	0.375000
462293	block_101	-1	-1	0.375000
463841	unassigned	0	0	0.000000
466029	unassigned	0	0	0.000000
470060	block_102	1	1	0.375000
471168	block_102	1	1	0.375000
472424	unassigned	0	0	0.000000
484991	unassigned	0	0	0.500000
485088	unassigned	0	0	0.000000
485138	unassigned	0	0	0.500000
485139	unassigned	0	0	0.500000
501285	block_103	-1	-1	0.375000
504037	block_103	-1	-1	0.375000
505869	unassigned	0	0	0.000000
506070	unassigned	0	0	0.500000
506079	block_104	-1	-1	0.500000
506080	block_104	-1	-1	0.500000
506098	block_104	-1	-1	0.500000
511703	unassigned	0	0	0.000000
525133	block_105	-1	-1	0.375000
525391	unassigned	0	0	0.000000
525650	unassigned	0	0	0.000000
525836	unassigned	0	0	0.000000
526238	block_106	1	1	0.375000
526685	block_106	1	1	0.375000
527003	unassigned	0	0	0.000000
527782	unassigned	0	0	0.000000
528449	block_107	-1	-1	0.375000
528594	block_107	-1	-1	0.375000
530468	unassigned	0	0	0.000000
531253	unassigned	0	0	0.000000
532330	unassigned	0	0	0.000000
532352	unassigned	0	0	0.000000
533815	block_108	-1	-1	0.375000
535034	unassigned	0	0	0.000000
535629	block_109	-1	-1	0.375000
535685	block_109	-1	-1	0.375000
537243	block_109	-1	-1	0.375000
537496	unassigned	0	0	0.000000
537963	unassigned	0	0	0.000000
538108	block_110	-1	-1	0.305551
539053	block_110	-1	-1	0.305551
541244	block_110	-1	-1	0.375000
541502	block_110	-1	-1	0.375000
542623	block_110	-1	-1	0.375000
545973	block_110	-1	-1	0.375000
546487	unassigned	0	0	0.000000
547548	block_111	-1	-1	0.375000
548222	block_111	1	1	0.375000
548575	unassigned	0	0	0.000000
548971	block_112	-1	-1	1.000000
549092	block_112	-1	-1	1.000000
549227	block_112	-1	-1	1.000000
549649	unassigned	0	0	0.000000
549670	block_113	-1	-1	0.375000
550104	block_113	-1	-1	0.375000
551424	block_113	-1	-1	0.375000
551459	block_113	-1	-1	0.375000
553335	unassigned	0	0	0.000000
556119	block_114	-1	-1	1.000000
556356	block_114	-1	-1	0.500000
556431	block_114	-1	-1	0.500000
556435	block_114	-1	-1	0.500000
560343	block_114	-1	-1	0.375000
564553	unassigned	0	0	0.000000
565902	block_115	-1	-1	0.375000
567105	block_115	-1	-1	0.375000
568286	block_115	-1	-1	0.375000
568720	block_115	1	1	1.000000
569261	block_115	1	1	0.500000
569263	block_115	-1	-1	0.500000
569274	unassigned	0	0	0.500000
569446	block_116	-1	-1	0.500000
569520	block_116	1	1	0.500000
569956	block_116	-1	-1	0.500000
570390	block_116	-1	-1	1.000000
570410	block_116	-1	-1	1.000000
570752	block_116	-1	-1	0.127858
571051	unassigned	0	0	0.000000
573141	block_117	-1	-1	0.375000
577957	unassigned	0	0	0.000000
578654	unassigned	0	0	0.000000
580899	unassigned	0	0	0.000000
581272	unassigned	0	0	0.000000
581577	block_118	1	1	0.375000
582041	unassigned	0	0	0.000000
582389	unassigned	0	0	0.000000
583353	block_119	-1	-1	0.375000
583466	unassigned	0	0	0.000000
583895	unassigned	0	0	0.000000
584433	unassigned	0	0	0.000000
584664	unassigned	0	0	0.000000
584861	unassigned	0	0	0.000000
585341	block_120	-1	-1	1.000000
585726	unassigned	0	0	0.000000
585739	unassigned	0	0	0.500000
585749	unassigned	0	0	0.500000
585766	unassigned	0	0	0.000000
586124	unassigned	0	0	0.500000
586280	block_121	1	1	1.000000
586536	unassigned	0	0	0.000000
588052	unassigned	0	0	0.000000
588077	unassigned	0	0	0.000000
592228	unassigned	0	0	0.000000
592392	unassigned	0	0	0.000000
593097	block_122	1	1	1.000000
593121	unassigned	0	0	0.000000
593122	unassigned	0	0	0.000000
593266	unassigned	0	0	0.000000
593638	block_123	1	1	1.000000
593664	block_123	1	1	1.000000
595643	unassigned	0	0	0.000000
596656	unassigned	0	0	0.000000
597212	block_124	-1	-1	0.375000
597374	block_124	-1	-1	0.375000
598263	unassigned	0	0	0.000000
599013	block_125	-1	-1	0.276267
599169	unassigned	0	0	0.000000
599421	block_126	-1	-1	0.276267
