component_id	start_pos	end_pos	span_bp	n_sites	n_fragments	solver	objective	margin
phase6_comp_27	45478514	45478815	302	2	3	exact	0.000000	2.300001
phase6_comp_28	45483188	45483806	619	3	10	exact	0.000000	2.300001
phase6_comp_29	45488615	45489325	711	3	6	exact	0.000000	1.533334
phase6_comp_30	45489969	45491741	1773	6	38	exact	0.000000	1.900001
phase6_comp_31	45493090	45493390	301	2	4	exact	0.000000	3.066668
phase6_comp_32	45497968	45499130	1163	5	17	exact	0.000000	1.533334
phase6_comp_33	45501956	45502746	791	3	30	exact	0.000000	0.766667
phase6_comp_34	45504061	45505335	1275	4	9	exact	0.000000	0.766667
phase6_comp_35	45508536	45508980	445	2	3	exact	0.000000	1.900001
phase6_comp_36	45511920	45512771	852	8	58	exact	0.000000	4.933336
phase6_comp_37	45515252	45515838	587	3	8	exact	0.000000	1.133334
phase6_comp_38	45516960	45517215	256	5	30	exact	0.000000	8.800004
phase6_comp_39	45518715	45519832	1118	4	11	exact	0.000000	1.133334
phase6_comp_40	45520553	45521140	588	2	2	exact	0.000000	1.533334
phase6_comp_41	45525552	45526440	889	3	4	exact	0.000000	0.766667
phase6_comp_42	45528650	45529009	360	2	4	exact	0.000000	2.666668
phase6_comp_43	45529995	45530376	382	4	37	exact	0.000000	7.66667
phase6_comp_44	45531633	45535452	3820	14	110	exact	0.000000	0.638889
phase6_comp_45	45536458	45536948	491	2	3	exact	0.000000	2.300001
phase6_comp_46	45548626	45548628	3	2	32	exact	0.000000	23.566677
phase6_comp_47	45549946	45563878	13933	90	771	greedy_refine	2.300001	
phase6_comp_48	45564546	45569837	5292	46	403	greedy_refine	17.600008	
phase6_comp_49	45570622	45570651	30	2	18	exact	0.000000	13.233338999999999
phase6_comp_50	45571849	45572258	410	4	25	exact	0.000000	3.066668
phase6_comp_51	45573032	45579581	6550	12	72	exact	0.000000	1.533334
phase6_comp_52	45584837	45585586	750	4	26	exact	0.000000	4.903891
phase6_comp_53	45586309	45587497	1189	6	38	exact	0.000000	2.666668
phase6_comp_54	45588987	45599812	10826	65	556	greedy_refine	1.533334	
phase6_comp_55	45604786	45605785	1000	6	34	exact	0.000000	1.133334
phase6_comp_56	45609266	45609474	209	2	7	exact	0.000000	4.966669
phase6_comp_57	45611140	45611587	448	2	3	exact	0.000000	2.300001
phase6_comp_58	45614903	45615203	301	2	2	exact	0.000000	1.533334
phase6_comp_59	45619347	45619416	70	2	20	exact	0.000000	15.33334
phase6_comp_60	45620316	45620552	237	2	2	exact	0.000000	1.533334
phase6_comp_61	45649830	45650251	422	3	26	exact	0.000000	1.533334
phase6_comp_62	45678531	45679002	472	2	3	exact	0.000000	1.900001
phase6_comp_63	45705755	45706274	520	3	9	exact	0.000000	2.666668
phase6_comp_64	45708077	45708285	209	2	4	exact	0.000000	3.066668
phase6_comp_65	45709047	45709571	525	3	13	exact	0.000000	1.533334
phase6_comp_66	45710130	45710549	420	3	27	exact	0.000000	6.133336
phase6_comp_67	45711392	45712882	1491	5	10	exact	0.000000	0.366667
phase6_comp_68	45714310	45714897	588	2	2	exact	0.000000	1.533334
phase6_comp_69	45715906	45716137	232	3	24	exact	0.000000	5.366669
phase6_comp_70	45718621	45719395	775	4	19	exact	0.000000	2.300001
phase6_comp_71	45720466	45720778	313	2	2	exact	0.000000	1.533334
phase6_comp_72	45722089	45725914	3826	23	176	greedy_refine	3.091112	
phase6_comp_73	45726541	45732852	6312	37	327	greedy_refine	0.000000	
phase6_comp_74	45733742	45740952	7211	66	492	greedy_refine	19.962779	
phase6_comp_75	45742290	45745254	2965	14	103	exact	0.000000	0.766667
phase6_comp_76	45746108	45746976	869	4	22	exact	0.000000	2.300001
phase6_comp_77	45748237	45749938	1702	11	105	exact	0.000000	1.533334
phase6_comp_78	45750533	45751832	1300	8	60	exact	0.000000	1.533334
phase6_comp_79	45752593	45753334	742	4	34	exact	0.000000	3.433335
phase6_comp_80	45755265	45756942	1678	17	149	exact	0.000000	6.100003
phase6_comp_81	45757561	45757773	213	6	42	exact	6.900003	5.566668999999999
phase6_comp_82	45758588	45761837	3250	27	208	greedy_refine	0.690000	
phase6_comp_83	45770566	45770931	366	3	25	exact	0.000000	3.74389
phase6_comp_84	45772991	45774230	1240	5	25	exact	0.000000	1.900001
phase6_comp_85	45776008	45776421	414	4	50	exact	0.000000	3.833335
phase6_comp_86	45778505	45779789	1285	5	21	exact	0.000000	0.766667
phase6_comp_87	45782198	45785876	3679	13	100	exact	0.766667	0.766667
phase6_comp_88	45788695	45791998	3304	12	85	exact	0.000000	1.533334
phase6_comp_89	45793314	45795525	2212	10	70	exact	0.000000	0.766667
phase6_comp_90	45797108	45797680	573	4	37	exact	0.000000	5.175002
phase6_comp_91	45800565	45800744	180	2	3	exact	0.000000	2.300001
phase6_comp_92	45803180	45803554	375	2	4	exact	0.000000	3.066668
phase6_comp_93	45806914	45808236	1323	5	36	exact	0.000000	0.733334
phase6_comp_94	45809665	45810335	671	3	14	exact	0.000000	4.600002
phase6_comp_95	45811501	45812451	951	5	38	exact	0.000000	3.066668
phase6_comp_96	45817037	45817461	425	3	36	exact	0.000000	2.666668
phase6_comp_97	45818479	45819237	759	2	1	exact	0.000000	0.766667
phase6_comp_98	45821578	45821636	59	2	29	exact	0.000000	21.666676
phase6_comp_99	45823613	45824058	446	2	2	exact	0.000000	1.533334
phase6_comp_100	45827420	45828710	1291	3	2	exact	0.000000	0.766667
phase6_comp_101	45831782	45832174	393	2	1	exact	0.000000	0.766667
phase6_comp_102	45833168	45833206	39	2	15	exact	0.000000	11.500005
phase6_comp_103	45836224	45836594	371	6	64	exact	0.000000	6.133336
phase6_comp_104	45843044	45843524	481	2	1	exact	0.000000	0.766667
phase6_comp_105	45845837	45846967	1131	4	12	exact	0.000000	0.766667
phase6_comp_106	45852744	45853232	489	2	1	exact	0.000000	0.766667
phase6_comp_107	45854499	45854501	3	2	32	exact	0.000000	24.033343
phase6_comp_108	45856366	45857047	682	4	39	exact	0.766667	0.766667
phase6_comp_109	45859125	45859560	436	2	2	exact	0.000000	1.133334
phase6_comp_110	45862338	45862381	44	2	29	exact	0.000000	22.066676
phase6_comp_111	45864471	45864633	163	2	4	exact	0.000000	3.066668
phase6_comp_112	45869098	45869937	840	4	28	exact	0.000000	1.533334
phase6_comp_113	45873364	45873829	466	2	4	exact	0.000000	3.066668
phase6_comp_114	45879572	45880101	530	2	1	exact	0.000000	0.766667
phase6_comp_115	45881093	45881123	31	2	34	exact	0.000000	24.933343999999998
phase6_comp_116	45882894	45882988	95	2	20	exact	0.000000	14.93334
phase6_comp_117	45884409	45884650	242	2	4	exact	0.000000	3.066668
phase6_comp_118	45886137	45886420	284	2	1	exact	0.000000	0.766667
phase6_comp_119	45891004	45891103	100	2	15	exact	0.000000	10.700004999999999
phase6_comp_120	45900154	45900280	127	2	10	exact	0.000000	7.2666699999999995
phase6_comp_121	46054325	46054510	186	2	8	exact	0.000000	5.7333359999999995
phase6_comp_122	46059657	46059663	7	2	24	exact	0.000000	16.93334
phase6_comp_123	46064657	46065308	652	3	21	exact	0.000000	0.766667
phase6_comp_124	46069516	46069700	185	2	11	exact	0.000000	8.433337
phase6_comp_125	46071352	46071527	176	2	8	exact	0.000000	5.7333359999999995
phase6_comp_126	46072648	46073528	881	3	8	exact	0.000000	1.533334
phase6_comp_127	46076985	46077079	95	2	11	exact	0.000000	8.433337
phase6_comp_128	46089107	46089588	482	2	2	exact	0.000000	1.533334
phase6_comp_129	46092005	46093186	1182	9	82	exact	0.000000	0.766667
phase6_comp_130	46096849	46099054	2206	5	9	exact	0.000000	0.766667
phase6_comp_131	46102124	46102670	547	3	16	exact	0.000000	1.533334
phase6_comp_132	46104107	46104675	569	3	8	exact	0.000000	2.300001
phase6_comp_133	46105657	46106037	381	2	2	exact	0.000000	1.533334
phase6_comp_134	46108744	46109302	559	5	50	exact	0.766667	8.433337
phase6_comp_135	46110354	46110517	164	2	10	exact	0.000000	7.2666699999999995
phase6_comp_136	46112814	46113362	549	3	23	exact	0.000000	2.300001
phase6_comp_137	46114008	46114671	664	2	2	exact	0.000000	1.533334
phase6_comp_138	46117257	46118099	843	5	60	exact	2.428334	4.600002
phase6_comp_139	46119460	46121486	2027	5	31	exact	0.000000	0.766667
phase6_comp_140	46124597	46124767	171	2	4	exact	0.766667	1.011111
phase6_comp_141	46128768	46128836	69	2	21	exact	0.000000	14.500007
phase6_comp_142	46133687	46134681	995	5	34	exact	0.000000	0.766667
phase6_comp_143	46136035	46136819	785	2	1	exact	0.000000	0.366667
phase6_comp_144	46139191	46139673	483	2	4	exact	0.000000	3.066668
phase6_comp_145	46140679	46141027	349	3	14	exact	0.000000	1.133334
phase6_comp_146	46142037	46142926	890	3	4	exact	0.000000	0.766667
phase6_comp_147	46144603	46145322	720	3	5	exact	0.000000	1.533334
phase6_comp_148	46147701	46148656	956	4	13	exact	0.000000	1.533334
phase6_comp_149	46149941	46151155	1215	3	2	exact	0.000000	0.766667
phase6_comp_150	46155983	46156292	310	3	24	exact	0.000000	6.900003
phase6_comp_151	46161538	46161623	86	2	14	exact	0.000000	10.966671
phase6_comp_152	46163872	46163944	73	3	30	exact	0.000000	17.700007
phase6_comp_153	46165101	46165430	330	2	4	exact	0.000000	3.066668
phase6_comp_154	46176799	46177003	205	3	37	exact	0.000000	6.5000029999999995
phase6_comp_155	46184254	46184665	412	2	4	exact	0.000000	3.066668
phase6_comp_156	46186357	46187123	767	2	1	exact	0.000000	0.766667
phase6_comp_157	46192240	46192944	705	2	2	exact	0.000000	1.133334
phase6_comp_158	46195622	46195985	364	3	9	exact	0.000000	2.666668
phase6_comp_159	46203685	46204417	733	2	1	exact	0.000000	0.511111
phase6_comp_160	46205033	46206405	1373	8	72	exact	0.000000	1.533334
phase6_comp_161	46207405	46207697	293	2	3	exact	0.000000	2.300001
phase6_comp_162	46208600	46208630	31	2	19	exact	0.000000	14.000005999999999
phase6_comp_163	46222194	46222396	203	2	12	exact	0.000000	9.200004
phase6_comp_164	46223717	46224024	308	2	4	exact	0.766667	1.533334
phase6_comp_165	46247776	46248263	488	4	37	exact	0.000000	5.7333359999999995
phase6_comp_166	46249627	46250288	662	3	8	exact	0.000000	2.300001
phase6_comp_167	46251551	46252010	460	3	16	exact	0.000000	3.066668
phase6_comp_168	46252906	46253320	415	2	3	exact	0.000000	1.900001
phase6_comp_169	46256717	46257550	834	3	9	exact	0.000000	0.766667
phase6_comp_170	46258961	46259494	534	2	3	exact	0.000000	2.300001
phase6_comp_171	46263586	46265268	1683	5	38	exact	0.000000	0.766667
phase6_comp_172	46265926	46266647	722	3	14	exact	0.000000	4.566669
phase6_comp_173	46267923	46271441	3519	15	129	exact	0.000000	0.766667
phase6_comp_174	46273197	46273407	211	2	8	exact	0.000000	5.333336
phase6_comp_175	46274335	46274806	472	2	1	exact	0.000000	0.766667
phase6_comp_176	46276199	46276682	484	3	31	exact	0.000000	0.766667
phase6_comp_177	46277349	46277676	328	2	4	exact	0.000000	3.066668
phase6_comp_178	46279288	46279669	382	5	51	exact	0.000000	4.566669
phase6_comp_179	46307555	46307561	7	2	37	exact	0.000000	27.400012
phase6_comp_180	46308650	46310454	1805	7	39	exact	0.000000	1.133334
phase6_comp_181	46310937	46311311	375	2	5	exact	0.000000	3.033335
phase6_comp_182	46312799	46312824	26	3	38	exact	0.000000	25.20001
phase6_comp_183	46331291	46331598	308	4	59	exact	0.000000	13.000005999999999
phase6_comp_184	46496443	46496654	212	2	5	exact	0.000000	3.833335
phase6_comp_185	46498596	46499106	511	2	1	exact	0.000000	0.511111
phase6_comp_186	46505128	46505527	400	3	21	exact	0.000000	4.600002
phase6_comp_187	46506956	46507805	850	4	12	exact	0.000000	2.300001
phase6_comp_188	46510050	46510650	601	2	4	exact	0.000000	2.266668
phase6_comp_189	46512761	46513980	1220	4	10	exact	0.000000	1.533334
phase6_comp_190	46517283	46518622	1340	4	7	exact	0.000000	1.533334
phase6_comp_191	46522491	46522634	144	2	4	exact	0.000000	3.066668
phase6_comp_192	46523829	46524848	1020	5	20	exact	0.000000	0.766667
phase6_comp_193	46526103	46526118	16	2	22	exact	0.000000	15.73334
phase6_comp_194	46531776	46531787	12	2	17	exact	0.000000	13.033339
phase6_comp_195	46547453	46547915	463	2	3	exact	0.000000	2.300001
phase6_comp_196	46549259	46549808	550	4	23	exact	0.000000	1.900001
phase6_comp_197	46550856	46552753	1898	6	28	exact	0.000000	1.5000010000000001
phase6_comp_198	46554902	46555872	971	2	1	exact	0.000000	0.766667
phase6_comp_199	46556859	46558866	2008	7	39	exact	0.000000	0.766667
phase6_comp_200	46560332	46560633	302	5	47	exact	0.000000	5.7333359999999995
phase6_comp_201	46562716	46563165	450	4	43	exact	0.000000	8.033337
phase6_comp_202	46566265	46568994	2730	11	60	exact	0.000000	0.766667
phase6_comp_203	46569632	46569892	261	2	7	exact	0.000000	5.366669
phase6_comp_204	46570603	46571287	685	5	47	exact	0.000000	4.600002
phase6_comp_205	46572755	46572862	108	2	10	exact	0.000000	7.2666699999999995
phase6_comp_206	46573998	46578908	4911	25	204	greedy_refine	2.568334	
phase6_comp_207	46581231	46582109	879	4	31	exact	0.000000	1.133334
phase6_comp_208	46585413	46585764	352	2	6	exact	0.000000	3.800002
phase6_comp_209	46594511	46594999	489	3	7	exact	0.000000	3.066668
phase6_comp_210	46603310	46604394	1085	4	12	exact	0.000000	1.533334
phase6_comp_211	46619371	46620644	1274	4	23	exact	0.000000	1.533334
phase6_comp_212	46625831	46627285	1455	7	55	exact	0.000000	2.300001
phase6_comp_213	46628131	46628934	804	4	12	exact	0.000000	2.300001
phase6_comp_214	46631984	46632533	550	4	36	exact	0.000000	3.433335
phase6_comp_215	46634853	46636547	1695	7	44	exact	0.000000	1.533334
phase6_comp_216	46637832	46638308	477	2	2	exact	0.000000	1.533334
phase6_comp_217	46646347	46647024	678	2	3	exact	0.000000	2.300001
phase6_comp_218	46703561	46703901	341	2	5	exact	0.000000	3.833335
phase6_comp_219	46710698	46712436	1739	5	18	exact	0.000000	0.366667
phase6_comp_220	46721457	46721941	485	3	19	exact	0.000000	1.133334
phase6_comp_221	46724319	46724370	52	2	21	exact	0.000000	14.900007
phase6_comp_222	46728237	46731580	3344	16	155	exact	0.000000	0.766667
phase6_comp_223	46736010	46740181	4172	20	194	greedy_refine	0.000000	
phase6_comp_224	46741333	46742445	1113	4	11	exact	0.000000	1.133334
phase6_comp_225	46744097	46744416	320	4	44	exact	0.000000	6.5000029999999995
phase6_comp_226	46745189	46747035	1847	6	33	exact	0.766667	0.766667
phase6_comp_227	46749522	46750470	949	3	4	exact	0.000000	1.533334
phase6_comp_228	46751311	46751328	18	2	29	exact	0.000000	21.666676
phase6_comp_229	46756306	46757782	1477	5	29	exact	0.000000	0.366667
phase6_comp_230	46760912	46762267	1356	9	71	exact	0.000000	1.533334
phase6_comp_231	46763598	46765581	1984	6	36	exact	0.000000	0.366667
phase6_comp_232	46768014	46769636	1623	4	8	exact	0.000000	0.766667
phase6_comp_233	46773839	46774881	1043	4	19	exact	0.000000	0.766667
phase6_comp_234	46785693	46786893	1201	4	31	exact	0.366667	0.766667
phase6_comp_235	46787540	46787826	287	3	18	exact	0.000000	4.600002
phase6_comp_236	46790313	46791866	1554	5	39	exact	0.000000	0.766667
phase6_comp_237	46794582	46796472	1891	4	4	exact	0.000000	0.702778
phase6_comp_238	46799048	46800406	1359	6	48	exact	0.000000	2.300001
phase6_comp_239	46801659	46802149	491	3	12	exact	0.000000	1.533334
phase6_comp_240	46803218	46805428	2211	8	59	exact	0.000000	1.900001
phase6_comp_241	46837252	46837854	603	2	3	exact	0.000000	2.300001
phase6_comp_242	46839143	46839751	609	4	32	exact	0.000000	6.611114
phase6_comp_243	46842703	46845558	2856	11	82	exact	0.000000	0.766667
phase6_comp_244	46846391	46846741	351	3	20	exact	0.000000	6.133336
phase6_comp_245	46853337	46858732	5396	33	273	greedy_refine	0.766667	
phase6_comp_246	46860768	46865216	4449	14	64	exact	0.000000	0.733334
phase6_comp_247	46874226	46874575	350	2	2	exact	0.000000	1.533334
phase6_comp_248	46879273	46879470	198	2	4	exact	0.366667	1.9333339999999999
phase6_comp_249	46884796	46885381	586	3	11	exact	0.000000	3.066668
phase6_comp_250	46891166	46891513	348	2	6	exact	0.000000	4.200002
phase6_comp_251	46895000	46895063	64	2	12	exact	0.000000	9.200004
phase6_comp_252	46897033	46898021	989	4	16	exact	0.766667	1.533334
phase6_comp_253	46903483	46903795	313	2	3	exact	0.000000	1.900001
phase6_comp_254	46904709	46904844	136	2	10	exact	0.000000	7.66667
phase6_comp_255	46906023	46906280	258	3	26	exact	0.000000	7.2666699999999995
phase6_comp_256	46907074	46907424	351	3	20	exact	0.000000	3.833335
phase6_comp_257	46908750	46909795	1046	3	5	exact	0.000000	0.766667
phase6_comp_258	46911158	46912076	919	3	5	exact	0.000000	0.733334
phase6_comp_259	46914240	46914977	738	2	1	exact	0.000000	0.766667
phase6_comp_260	46915510	46915865	356	2	8	exact	0.000000	5.7333359999999995
phase6_comp_261	46921232	46922292	1061	4	17	exact	0.000000	1.533334
phase6_comp_262	46923095	46923459	365	3	14	exact	0.000000	6.5000029999999995
phase6_comp_263	46927877	46928830	954	6	59	exact	0.000000	2.300001
phase6_comp_264	46929539	46930192	654	2	1	exact	0.000000	0.766667
phase6_comp_265	46931442	46932189	748	3	23	exact	0.000000	0.766667
phase6_comp_266	46938867	46940179	1313	6	27	exact	0.000000	2.666668
phase6_comp_267	46940902	46941157	256	4	44	exact	0.000000	10.300005
phase6_comp_268	46942895	46944600	1706	9	68	exact	0.000000	0.766667
phase6_comp_269	46945182	46945323	142	3	31	exact	0.000000	9.200004
phase6_comp_270	46946792	46946793	2	2	20	exact	0.000000	14.533339999999999
phase6_comp_271	46947008	46949226	2219	9	71	exact	0.000000	0.766667
phase6_comp_272	46949739	46951715	1977	10	58	exact	0.000000	0.766667
phase6_comp_273	46952464	46954806	2343	7	18	exact	0.000000	0.366667
phase6_comp_274	46960620	46960622	3	2	38	exact	0.000000	29.433345
phase6_comp_275	46961659	46962019	361	2	2	exact	0.000000	1.533334
phase6_comp_276	46964203	46964571	369	2	9	exact	0.000000	6.900003
phase6_comp_277	46966072	46966240	169	3	31	exact	0.000000	7.66667
phase6_comp_278	46968842	46970451	1610	6	31	exact	0.000000	1.533334
phase6_comp_279	46970914	46971978	1065	5	28	exact	0.000000	0.766667
phase6_comp_280	46973398	46974476	1079	7	62	exact	0.000000	0.69
phase6_comp_281	46975139	46976106	968	4	23	exact	0.000000	2.300001
phase6_comp_282	46978214	46979691	1478	3	3	exact	0.000000	0.766667
phase6_comp_283	46982726	46983189	464	2	3	exact	0.000000	1.5000010000000001
phase6_comp_284	46987927	46987999	73	5	8	exact	0.766667	0.5111110000000001
phase6_comp_285	46995093	46995333	241	3	24	exact	0.000000	3.833335
phase6_comp_286	46997054	46997200	147	2	17	exact	0.000000	13.020561
phase6_comp_287	47000711	47001799	1089	5	21	exact	0.000000	2.300001
phase6_comp_288	47004298	47004578	281	3	26	exact	0.000000	4.600002
phase6_comp_289	47007616	47008052	437	2	6	exact	0.000000	4.600002
phase6_comp_290	47009802	47010826	1025	5	30	exact	0.000000	1.533334
phase6_comp_291	47011590	47012068	479	5	46	exact	0.000000	8.766671
phase6_comp_292	47012980	47013708	729	4	35	exact	0.000000	2.300001
phase6_comp_293	47017245	47018960	1716	6	51	exact	0.000000	0.766667
phase6_comp_294	47019793	47020730	938	4	29	exact	0.000000	0.766667
phase6_comp_295	47023081	47023898	818	4	12	exact	0.366667	2.300001
phase6_comp_296	47024573	47025415	843	3	18	exact	0.000000	1.533334
phase6_comp_297	47026155	47027410	1256	6	45	exact	0.000000	2.300001
phase6_comp_298	47028021	47028149	129	2	11	exact	0.000000	8.033337
phase6_comp_299	47029729	47031747	2019	13	128	exact	0.000000	1.533334
phase6_comp_300	47033230	47035138	1909	6	36	exact	0.000000	0.766667
phase6_comp_301	47037407	47037571	165	4	45	exact	0.000000	13.800006
phase6_comp_302	47038776	47039166	391	5	40	exact	0.000000	12.600006
phase6_comp_303	47044195	47044816	622	3	9	exact	0.000000	3.066668
phase6_comp_304	47047924	47048703	780	7	43	exact	0.000000	3.833335
phase6_comp_305	47049719	47050476	758	4	16	exact	0.000000	1.533334
phase6_comp_306	47051235	47052052	818	3	7	exact	0.000000	0.766667
phase6_comp_307	47052639	47053149	511	2	3	exact	0.000000	1.900001
phase6_comp_308	47059801	47060536	736	3	5	exact	0.000000	0.766667
phase6_comp_309	47063208	47064101	894	3	33	exact	0.000000	0.766667
phase6_comp_310	47066027	47067238	1212	6	49	exact	0.766667	2.300001
phase6_comp_311	47071092	47071608	517	4	32	exact	0.000000	3.833335
phase6_comp_312	47072814	47073775	962	4	30	exact	0.000000	2.300001
phase6_comp_313	47074919	47075108	190	2	8	exact	0.000000	5.7333359999999995
phase6_comp_314	47077153	47077397	245	3	26	exact	0.000000	7.66667
phase6_comp_315	47078320	47078731	412	2	2	exact	0.000000	1.533334
phase6_comp_316	47081186	47081652	467	2	3	exact	0.000000	2.300001
phase6_comp_317	47082960	47084075	1116	4	43	exact	0.000000	0.766667
phase6_comp_318	47086064	47087955	1892	9	71	exact	0.000000	2.300001
phase6_comp_319	47088481	47089664	1184	4	12	exact	0.000000	2.300001
phase6_comp_320	47098432	47099526	1095	5	31	exact	0.766667	0.3666670000000001
phase6_comp_321	47100456	47103140	2685	7	26	exact	0.000000	0.766667
phase6_comp_322	47105362	47108522	3161	14	101	exact	0.000000	1.533334
phase6_comp_323	47109630	47111635	2006	13	104	exact	0.000000	0.766667
phase6_comp_324	47112118	47112955	838	5	16	exact	0.000000	0.766667
phase6_comp_325	47116467	47117076	610	3	14	exact	0.000000	1.533334
phase6_comp_326	47120079	47120252	174	3	46	exact	0.000000	12.233338999999999
phase6_comp_327	47126671	47126702	32	2	23	exact	0.000000	17.700007
phase6_comp_328	47128904	47129016	113	2	9	exact	0.000000	6.5000029999999995
phase6_comp_329	47131471	47131890	420	3	30	exact	0.000000	2.300001
phase6_comp_330	47133061	47134246	1186	4	12	exact	0.000000	0.766667
phase6_comp_331	47144639	47144781	143	2	4	exact	0.000000	3.066668
phase6_comp_332	47148013	47148419	407	8	24	exact	0.000000	3.066668
phase6_comp_333	47152749	47153422	674	6	50	exact	0.000000	3.066668
phase6_comp_334	47156235	47156382	148	2	5	exact	0.000000	3.833335
phase6_comp_335	47156994	47157224	231	2	5	exact	0.000000	3.833335
phase6_comp_336	47159504	47162322	2819	13	107	exact	0.000000	1.133334
phase6_comp_337	47163554	47163555	2	2	35	exact	0.000000	26.343899999999998
phase6_comp_338	47164305	47167615	3311	20	153	greedy_refine	4.200002	
phase6_comp_339	47168306	47169366	1061	7	60	exact	0.366667	1.166667
phase6_comp_340	47444180	47444508	329	3	23	exact	1.500001	4.233334999999999
phase6_comp_341	47474384	47474462	79	2	24	exact	0.000000	17.747229
phase6_comp_342	47476754	47476762	9	2	27	exact	0.000000	20.766675
phase6_comp_343	47481002	47481206	205	5	26	exact	3.728335	3.8333350000000004
phase6_comp_344	47483629	47483631	3	2	15	exact	2.300001	6.100002999999999
phase6_comp_345	47486534	47486645	112	2	21	exact	0.000000	15.93334
phase6_comp_346	47492442	47492948	507	3	27	exact	0.000000	1.533334
phase6_comp_347	47494440	47494615	176	2	6	exact	0.000000	4.600002
phase6_comp_348	47496497	47496522	26	2	27	exact	0.000000	18.700009
phase6_comp_349	47509739	47510038	300	2	6	exact	0.000000	4.200002
phase6_comp_350	47514965	47515635	671	4	30	exact	0.000000	2.266668
phase6_comp_351	47518037	47519004	968	4	22	exact	0.000000	0.766667
phase6_comp_352	47534206	47534514	309	2	4	exact	0.000000	3.066668
phase6_comp_353	47549341	47549975	635	2	1	exact	0.000000	0.766667
phase6_comp_354	47554741	47555013	273	2	5	exact	0.000000	2.9005549999999998
phase6_comp_355	47564048	47564121	74	3	28	exact	0.366667	15.300007
phase6_comp_356	47569749	47570024	276	4	66	exact	0.000000	16.944452
phase6_comp_357	47597734	47597884	151	2	10	exact	0.000000	7.66667
phase6_comp_358	47599208	47599318	111	2	15	exact	0.000000	11.500005
phase6_comp_359	47611707	47612272	566	2	1	exact	0.000000	0.766667
phase6_comp_360	47614518	47614519	2	2	25	exact	0.000000	19.300007
phase6_comp_361	47617944	47618304	361	2	3	exact	0.000000	2.300001
phase6_comp_362	47629833	47630030	198	2	4	exact	0.000000	3.066668
phase6_comp_363	47634786	47634976	191	2	2	exact	0.000000	1.133334
phase6_comp_364	47641635	47641688	54	2	15	exact	0.000000	11.100005
phase6_comp_365	47644906	47646104	1199	4	10	exact	0.000000	0.766667
phase6_comp_366	47647919	47648722	804	2	1	exact	0.000000	0.766667
phase6_comp_367	47650787	47650869	83	2	14	exact	0.000000	10.733338
phase6_comp_368	47655840	47655844	5	2	36	exact	0.000000	26.700011
phase6_comp_369	47661506	47661572	67	2	22	exact	0.000000	16.466674
phase6_comp_370	47755652	47757072	1421	13	134	exact	0.000000	5.366669
phase6_comp_371	47757891	47759707	1817	8	90	exact	0.000000	1.533334
phase6_comp_372	47761017	47761135	119	2	15	exact	0.000000	11.500005
phase6_comp_373	47764338	47765077	740	3	6	exact	0.000000	2.300001
phase6_comp_374	47769431	47769541	111	2	11	exact	0.000000	8.033337
phase6_comp_375	47771710	47771969	260	2	11	exact	0.000000	8.033337
phase6_comp_376	47772658	47773035	378	2	1	exact	0.000000	0.766667
phase6_comp_377	47777990	47778765	776	4	22	exact	0.000000	1.533334
phase6_comp_378	47780100	47781271	1172	5	25	exact	1.533334	0.3666670000000001
phase6_comp_379	47782065	47782746	682	3	11	exact	0.000000	3.433335
phase6_comp_380	47785026	47785454	429	3	23	exact	0.000000	0.766667
