label	source_window	pos	block_id	candidate_accepted_by_rule	pred_state	truth_state	block_orientation	oriented_pred_state	panel_confidence	panel_margin	panel_support	panel_conflict	support_conflict_ratio	panel_samples	panel_haplotypes	anchors	best_vs_second_margin	n_block_candidates	log_panel_margin	log_panel_support	log_panel_conflict	log_best_vs_second_margin	panel_margin_per_haplotype	panel_support_per_haplotype	panel_conflict_per_haplotype	panel_haplotypes_per_anchor	confidence_x_log_margin	confidence_x_log_support_conflict_ratio	nearest_phase6_anchor_dist_bp	nearest_same_block_anchor_dist_bp	left_anchors_20kb	right_anchors_20kb	two_sided_anchors_20kb	left_nearest_anchor_dist_bp	right_nearest_anchor_dist_bp	left_anchors_50kb	right_anchors_50kb	two_sided_anchors_50kb	phase6_block_anchor_count	phase6_block_span_bp	phase6_block_density_per_kb	log_phase6_block_span_bp	log_phase6_block_anchor_count	donor_candidate_in_panel	donor_anchor_count	donor_panel_usable_anchors	donor_support_plus	donor_support_minus	donor_total_support	donor_margin	donor_confidence	donor_entropy	donor_top1_score	donor_top2_score	donor_top_margin	donor_effective_n	donor_left_support_plus	donor_left_support_minus	donor_right_support_plus	donor_right_support_minus	donor_left_confidence	donor_right_confidence	donor_left_right_agree	donor_two_sided	donor_mean_anchor_dist_bp	donor_min_anchor_dist_bp	donor_max_anchor_dist_bp	hmm_like_log_margin	log_donor_margin	log_donor_total_support	log_donor_top1_score	log_donor_effective_n	abs_hmm_like_log_margin	phase8_candidate_in_panel	phase8_anchor_count	phase8_panel_usable_anchors	phase8_cm_span	phase8_pbwt_plus_support	phase8_pbwt_minus_support	phase8_pbwt_total_support	phase8_pbwt_margin	phase8_pbwt_confidence	phase8_pbwt_entropy	phase8_pbwt_top_plus_score	phase8_pbwt_top_minus_score	phase8_pbwt_top_margin	phase8_pbwt_effective_donors	phase8_hmm_log_margin	phase8_hmm_abs_log_margin	phase8_left_support	phase8_right_support	phase8_two_sided	phase8_left_right_agree	log_phase8_pbwt_margin	log_phase8_pbwt_total_support	log_phase8_pbwt_effective_donors
0	chr1_15_20mb_illumina30x_phase7a	15061184	phase6_comp_13	0	-1	1	1	-1	0.6770960645318721	750.69940938746	1435.0844472073848	684.3850378199247	2.095295881823285	4091.0	8182.0	1.0	750.69940938746	1.0	6.622336522480653	7.2696755551265735	6.529980779350942	6.622336522480653	0.09175011114488633	0.1753953125406239	0.08364520139573756	8182.0	4.483957997377334	0.7650396722519662	13857	14302	8	0	0	14302	-1	8	0	0	8	2921	2.738788086271825	7.980023592310645	2.1972245773362196	1	4	3	166.481624324578	181.56118426974012	348.0428085943181	15.079559945162117	0.521663369523516	0.6922082835223659	2.2277908424868107	2.2277908424868107	0.0	253.2960193242644	166.481624324578	181.56118426974012	0.0	0.0	0.521663369523516	0.0	0	0	14883.666666666666	14302.0	15707.0	-0.08621173338714566	2.7775488967819526	5.8551945754089205	1.1717979535397847	5.5384990188421845	0.08621173338714566	1	8	7	0.08370687675820676	35.51269006041401	41.57261806069264	77.08530812110665	6.0599280002786315	0.539306634091402	0.6900539669514834	0.6527283696984674	0.5517295696938243	0.10099880000464312	127.10624999705172	-0.15355140503044237	0.15355140503044237	0.0	0.0	0	0	1.954434853192331	4.357801922902526	4.852859997697287
0	chr1_15_20mb_illumina30x_phase7a	15077308	phase6_comp_15	0	-1	1	1	-1	0.5342335078583169	227.03024367730904	1771.4685268543244	1544.4382831770154	1.1469034681932393	4091.0	16364.0	2.0	227.03024367730904	1.0	5.429478267865007	7.480128501890005	7.343062827534452	5.429478267865007	0.013873762141121305	0.10825400432989027	0.09438024218876896	8182.0	2.9006092208820213	0.40816858744773554	19673	19673	0	2	0	-1	19673	0	2	0	2	5	400.0	1.791759469228055	1.0986122886681096	1	2	2	2.0240469666971657	0.0	2.0240469666971657	2.0240469666971657	1.0	0.0	1.3493826362332506	0.674664330463915	0.6747183057693356	1.7999807994368073	0.0	0.0	2.0240469666971657	0.0	0.0	1.0	0	0	19675.0	19673.0	19677.0	1.1065959895118773	1.1065959895118773	1.1065959895118773	0.854152585656429	1.0296125598136492	1.1065959895118773	1	2	2	1.963204344690439e-05	43.236663845386786	43.236663845386786	86.47332769077357	0.0	0.5	0.6931471805599453	0.6755728725841676	0.6755728725841676	0.0	127.99999999999993	0.0	0.0	0.0	0.0	0	0	0.0	4.471333920503402	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15099159	phase6_comp_16	0	1	1	1	1	0.5853431802057554	3641.571257634474	12488.220474972917	8846.649217338443	1.4115863059419453	4091.0	24546.0	3.0	1441.9615559334688	4.0	8.200445100715203	9.432621189240205	9.087907077557865	7.274452916654225	0.14835701367369322	0.5087680467274879	0.3604110330537946	8182.0	4.800074614355343	0.5152686745863542	670	670	3	0	0	670	-1	3	0	0	3	255	11.76470588235294	5.545177444479562	1.3862943611198906	1	3	3	1475.5061496810383	409.1951442484666	1884.701293929505	1066.3110054325716	0.7828859429520972	0.5232309760609934	2.9550487352443136	2.9550487352443136	0.0	767.9383180498444	1475.5061496810383	409.1951442484666	0.0	0.0	0.7828859429520972	0.0	0	0	755.0	670.0	924.0	1.280800858168756	6.972897685337356	7.5420550699125775	1.3749929235822083	6.64501075569022	1.280800858168756	1	3	3	0.0122771797979766	125.1579644725115	61.12365706797084	186.28162154048232	64.03430740454066	0.6718749999999997	0.6328428307500618	1.4553251682850183	1.4553251682850183	0.0	128.0	0.7084079404617857	0.7084079404617857	0.0	0.0	0	0	4.174914936878627	5.232613481520238	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15120948	phase6_comp_19	0	-1	1	-1	1	0.6108090779608275	1362.3766375540863	3754.890994192556	2392.5143566384695	1.5691950974831224	4091.0	24546.0	3.0	355.4943899816187	3.0	7.217719723351394	8.231080818126545	7.780518006992335	5.876318503353587	0.05550299998183355	0.15297364108989472	0.09747064110806117	8182.0	4.408648729199943	0.5763549615328186	14912	14912	0	3	0	-1	14912	0	3	0	3	128	23.4375	4.859812404361672	1.3862943611198906	1	3	3	25.956117095145984	885.6769595185949	911.6330766137409	859.720842423449	0.9715278901555877	0.12939028318009183	2.2240270515906637	2.2240270515906637	0.0	558.8554892106504	0.0	0.0	25.956117095145984	885.6769595185949	0.0	0.9715278901555877	0	0	14964.666666666666	14912.0	15039.0	-3.493270470509074	6.757770227027912	6.81633391220833	1.1706312153010734	6.327678695446298	3.493270470509074	1	3	3	2.5856535948776127e-05	97.47530820180769	222.44365205027879	319.9189602520865	124.9683438484711	0.6953124999999997	0.6147838490351123	2.499366876969427	2.499366876969427	0.0	127.99999999999993	-0.8193534275620938	0.8193534275620938	0.0	0.0	0	0	4.83603063608775	5.7711886309826825	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15123395	phase6_comp_20	0	1	-1	-1	-1	0.8475922757272193	1515.4260137477445	1847.6581233017532	332.23210955400873	5.547659034947024	4091.0	8182.0	1.0	1057.1946586921918	2.0	7.324111538432878	7.522215316131133	5.8088392728585765	6.964319582916366	0.18521461913318804	0.22581986351769168	0.040605244384503636	8182.0	6.2078603665403085	1.592717075594854	12465	13767	0	3	0	-1	13767	0	3	0	3	85	35.29411764705882	4.454347296253507	1.3862943611198906	1	3	3	45.511187438911456	52.33786555474818	97.84905299365963	6.826678115836721	0.5348837209302326	0.6907114543575097	2.2755593719455725	2.2755593719455725	0.0	43.00000000000001	0.0	0.0	45.511187438911456	52.33786555474818	0.0	0.5348837209302326	0	0	13819.333333333334	13767.0	13851.0	-0.1369536283664471	2.0575381691318646	4.593593969334616	1.1864886550965223	3.7841896339182615	0.1369536283664471	1	3	3	1.7101960786192194e-05	172.53780031264017	162.08096393005593	334.6187642426961	10.456836382584243	0.515625	0.6926588198060253	2.6142090956460677	2.6142090956460677	0.0	127.99999999999997	0.0621486561800652	0.0621486561800652	0.0	0.0	0	0	2.4385866158096228	5.815975885552937	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15131967	phase6_comp_20	1	1	-1	-1	-1	0.9891224639452442	3925.4536537512663	3969.102501225518	43.64884747425207	88.91836465689248	4091.0	8182.0	1.0	955.8704495684156	2.0	8.27549191929468	8.286547192296426	3.798828494542599	6.8636680108875545	0.4797670073027703	0.48510174788872135	0.005334740585951121	8182.0	8.185474957571712	4.449965228455035	3893	5195	0	3	0	-1	5195	0	3	0	3	85	35.29411764705882	4.454347296253507	1.3862943611198906	1	3	3	2161.8360282539143	0.0	2161.8360282539143	2161.8360282539143	1.0	0.0	2.701118374317864	2.701118374317864	0.0	829.3573624986559	0.0	0.0	2161.8360282539143	0.0	0.0	1.0	0	0	5247.333333333333	5195.0	5279.0	7.679175615522384	7.679175615522384	7.679175615522384	1.3086350373069742	6.721856165354774	7.679175615522384	1	3	3	1.7101960786192194e-05	370.0091054082573	5.873160403305688	375.882265811563	364.1359450049516	0.984375	0.08048483706800685	2.936580201652844	2.936580201652844	0.0	128.00000000000003	3.9886025751393195	3.9886025751393195	0.0	0.0	0	0	5.900269736307798	5.9319328463976015	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15133357	phase6_comp_19	0	-1	1	-1	1	0.7599322496023154	8444.817273248089	12344.541698381749	3899.72442513366	3.164935625504671	4091.0	24546.0	3.0	7804.272128443947	2.0	9.04142660055089	9.421050280798902	8.268917564902608	8.96255469825383	0.34404046578864533	0.5029145970171005	0.15887413122845515	8182.0	6.870871656170854	1.084195963225029	2503	2503	0	3	0	-1	2503	0	3	0	3	128	23.4375	4.859812404361672	1.3862943611198906	1	3	3	28.526327412208175	2916.601903035733	2945.128230447941	2888.075575623525	0.9903140626892605	0.054553344622189213	2.8505146011816875	2.8505146011816875	0.0	1375.1441801948654	0.0	0.0	28.526327412208175	2916.601903035733	0.0	0.9903140626892605	0	0	2555.6666666666665	2503.0	2630.0	-4.593234971758901	7.968691859910687	7.988247123043377	1.3482068020122318	7.227040795122388	4.593234971758901	1	3	3	2.5856535948776127e-05	35.62731273215071	344.3973564107907	380.0246691429414	308.77004367864	0.9062500000000001	0.31112915481184894	2.9689427276792255	2.9689427276792255	0.0	128.00000000000006	-2.2439013003658133	2.2439013003658133	0.0	0.0	0	0	5.735830227628421	5.9428641214372835	4.859812404361673
1	chr1_15_20mb_illumina30x_phase7a	15134492	phase6_comp_20	1	1	-1	-1	-1	0.9902224395013433	5229.46544980383	5281.616688395747	52.151238591916496	99.38840238427018	4091.0	8182.0	1.0	1073.3837598204773	2.0	8.562255549237447	8.572176838862093	3.9731414082213496	6.979502529514441	0.6391426851385761	0.6455165837687298	0.0063738986301535685	8182.0	8.478537577599818	4.563981453666232	1368	2670	0	3	0	-1	2670	0	3	0	3	85	35.29411764705882	4.454347296253507	1.3862943611198906	1	3	3	2296.5405762745704	0.0	2296.5405762745704	2296.5405762745704	1.0	0.0	2.841027833658095	2.841027833658095	0.0	837.3469604715281	0.0	0.0	2296.5405762745704	0.0	0.0	1.0	0	0	2722.3333333333335	2670.0	2754.0	7.739594515129196	7.739594515129196	7.739594515129196	1.3457399957988752	6.731432048769238	7.739594515129196	1	3	3	1.7101960786192194e-05	379.7668483572979	0.0	379.7668483572979	379.7668483572979	1.0	0.0	2.9669285027913896	2.9669285027913896	0.0	128.00000000000003	5.942187241242205	5.942187241242205	0.0	0.0	0	0	5.942187241242205	5.942187241242205	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15142959	phase6_comp_21	0	-1	-1	1	-1	0.8265415546258738	16328.272826509688	20665.051377368196	4336.7785508585075	4.764201568860193	4091.0	32728.0	4.0	15562.878794841647	2.0	9.70071465505935	9.936247602853093	8.375117641411249	9.65270804654146	0.4989083606242266	0.6314180939063858	0.13250973328215923	8182.0	8.018043771974751	1.4478252742875655	1405	1405	20	0	0	1405	-1	20	0	0	20	1922	10.40582726326743	7.56164174558878	3.044522437723423	1	4	4	31.020507452438945	4803.039810884397	4834.060318336837	4772.019303431958	0.993582929171411	0.0387949028801296	3.87810826759549	3.87810826759549	0.0	1250.6411007520003	31.020507452438945	4803.039810884397	0.0	0.0	0.993582929171411	0.0	0	0	1547.5	1405.0	1678.0	-5.0108359147672115	8.470734361295216	8.48364888316363	1.5847574946264475	7.132210849823786	5.0108359147672115	1	12	12	0.0015545679842503546	11.388388466418434	1446.3253352351423	1457.7137237015609	1434.9369467687238	0.9921875	0.045688389073983635	11.388388466418434	11.388388466418434	0.0	127.99999999999997	-4.76071291575915	4.76071291575915	0.0	0.0	0	0	7.269572839708715	7.285310315220641	4.859812404361672
1	chr1_15_20mb_illumina30x_phase7a	15150450	phase6_comp_21	0	1	1	1	1	0.7499698654844351	5828.0159800081165	8742.726552453149	2914.7105724450316	2.9988321320661497	4091.0	32728.0	4.0	4080.126878075892	2.0	8.670603479508273	9.076091756775101	7.97786883321103	8.31412842487006	0.17807430884894024	0.26713293059316634	0.08905862174422609	8182.0	6.502691325195695	1.0394599971198932	5289	8896	20	0	0	8896	-1	20	0	0	20	1922	10.40582726326743	7.56164174558878	3.044522437723423	1	4	4	3230.851975724186	176.10908697278373	3406.9610626969697	3054.7428887514025	0.948309040305446	0.20346438871725311	3.3385195988064136	3.3385195988064136	0.0	1023.1961699941277	3230.851975724186	176.10908697278373	0.0	0.0	0.948309040305446	0.0	0	0	9038.5	8896.0	9169.0	2.9040447656887047	8.024778013485035	8.133869462618964	1.4675331836565348	6.931663359511721	2.9040447656887047	1	12	12	0.0015545679842503546	1139.1840686361086	223.57818169493748	1362.762250331046	915.6058869411711	0.8359374999999998	0.44634544767261874	10.646580080711306	10.646580080711306	0.0	128.0	1.6247210974281898	1.6247210974281898	0.0	0.0	0	0	6.820677594639137	7.218002519934466	4.859812404361672
