pos	block_id	phase_state	local_phase_state	confidence	phase5_source	phase5_original_fill_state	phase5_interval_orientation	phase5_interval_left	phase5_interval_right	phase5b_old_block_id	phase5b_grafted_block_id	phase5b_anchor_pos	phase5b_anchor_state	phase5b_mode
1131448	block_9	-1	-1	0.500000	tagged_backbone									
1131566	block_9	-1	-1	0.500000	tagged_spine_readbridge_fill	-1	1	1131448	1134045	unassigned	block_9	1131448	-1	nearest_block
1131572	block_9	-1	-1	0.500000	tagged_spine_readbridge_fill	-1	1	1131448	1134045	unassigned	block_9	1131448	-1	nearest_block
1131573	block_9	-1	-1	0.300000	tagged_spine_readbridge_fill	-1	1	1131448	1134045	unassigned	block_9	1131448	-1	nearest_block
1132482	unassigned	0	0	0.000000	missing									
1132485	unassigned	0	0	0.000000	missing									
1134045	block_10	-1	-1	1.000000	tagged_backbone									
1134063	block_10	-1	-1	1.000000	tagged_backbone									
1134071	block_10	-1	-1	1.000000	tagged_backbone									
1135061	unassigned	0	0	0.000000	missing									
1135738	unassigned	0	0	0.000000	missing									
1135812	unassigned	0	0	0.000000	missing									
1137118	unassigned	0	0	0.000000	missing									
1141684	unassigned	0	0	0.000000	missing									
1142036	unassigned	0	0	0.000000	missing									
1142582	unassigned	0	0	0.000000	missing									
1144906	unassigned	0	0	0.000000	missing									
1152303	unassigned	0	0	0.000000	missing									
1152712	unassigned	0	0	0.000000	missing									
1154630	unassigned	0	0	0.000000	missing									
1157219	unassigned	0	0	0.000000	missing									
1159105	block_11	-1	-1	1.000000	tagged_backbone									
1159292	block_11	1	1	0.500000	tagged_spine_readbridge_fill	1	1	1159105	1159599	unassigned	block_11	1159105	-1	nearest_block
1159358	block_12	1	1	0.500000	tagged_spine_readbridge_fill	1	1	1159105	1159599	unassigned	block_12	1159599	1	nearest_block
1159599	block_12	1	1	1.000000	tagged_backbone									
1160003	block_12	-1	-1	1.000000	tagged_backbone									
1160239	unassigned	0	0	0.000000	missing									
1160631	unassigned	0	0	0.000000	missing									
1160818	unassigned	0	0	0.000000	missing									
1161528	unassigned	0	0	0.000000	missing									
1161712	unassigned	0	0	0.000000	missing									
1161720	unassigned	0	0	0.000000	missing									
1161907	unassigned	0	0	0.000000	missing									
1161955	unassigned	0	0	0.000000	missing									
1163041	unassigned	0	0	0.000000	missing									
1163334	unassigned	0	0	0.000000	missing									
1163962	unassigned	0	0	0.000000	missing									
1164837	unassigned	0	0	0.000000	missing									
1164939	unassigned	0	0	0.000000	missing									
1165623	unassigned	0	0	0.000000	missing									
1168162	unassigned	0	0	0.000000	missing									
1168578	unassigned	0	0	0.000000	missing									
1169718	block_13	-1	-1	0.308186	tagged_backbone									
1170341	unassigned	0	0	0.000000	missing									
1170681	unassigned	0	0	0.000000	missing									
1174690	unassigned	0	0	0.000000	missing									
1247525	block_14	1	1	0.308516	tagged_backbone									
1284395	block_14	-1	-1	0.375000	tagged_backbone									
1295621	block_14	-1	-1	0.375000	tagged_backbone									
1465319	block_14	-1	-1	0.375000	tagged_backbone									
1482316	block_14	-1	-1	0.308898	tagged_backbone									
1509777	block_14	-1	-1	0.308898	tagged_backbone									
1522693	block_14	-1	-1	0.375000	tagged_backbone									
1525710	block_14	-1	-1	0.375000	tagged_backbone									
1531630	block_14	-1	-1	0.375000	tagged_backbone									
1534121	block_14	-1	-1	0.375000	tagged_backbone									
1535017	unassigned	0	0	0.000000	missing									
1538924	unassigned	0	0	0.000000	missing									
1545968	block_15	-1	-1	0.311161	tagged_backbone									
1548572	unassigned	0	0	0.000000	missing									
1549967	unassigned	0	0	0.000000	missing									
1554241	block_16	1	1	0.500000	tagged_backbone									
1554246	unassigned	0	0	0.500000	missing									
1554290	block_16	1	1	0.500000	tagged_spine_readbridge_fill	-1	-1	1554241	1554548	unassigned	block_16	1554241	1	nearest_block
1554548	block_17	-1	-1	0.500000	tagged_backbone									
1555179	unassigned	0	0	0.000000	missing									
1558347	block_18	1	1	0.253231	tagged_backbone									
1559703	block_18	1	1	0.253231	tagged_backbone									
1565684	block_18	1	1	0.128105	tagged_backbone									
1568428	unassigned	0	0	0.000000	missing									
1568548	block_19	1	1	0.128105	tagged_backbone									
1569661	block_19	-1	-1	0.375000	tagged_backbone									
1571986	block_19	1	1	0.129882	tagged_backbone									
1573776	block_19	1	1	0.129882	tagged_backbone									
1579717	block_19	1	1	0.129882	tagged_backbone									
1580890	block_19	1	1	0.129882	tagged_backbone									
1587082	block_19	1	1	0.131685	tagged_backbone									
1602507	block_19	1	1	0.131685	tagged_backbone									
1602666	block_19	-1	-1	0.131685	tagged_backbone									
1614340	block_19	1	1	0.131685	tagged_backbone									
1625961	block_19	1	1	0.133513	tagged_backbone									
1636278	block_19	1	1	0.133513	tagged_backbone									
1637577	block_19	1	1	0.133513	tagged_backbone									
1638879	block_19	1	1	0.133513	tagged_backbone									
1639348	block_19	-1	-1	0.375000	tagged_backbone									
1639685	block_19	-1	-1	0.375000	tagged_backbone									
1641261	block_19	-1	-1	0.375000	tagged_backbone									
1641354	block_19	-1	-1	0.375000	tagged_backbone									
1647882	block_19	1	1	0.239116	tagged_backbone									
1648636	block_20	-1	-1	0.500000	tagged_spine_readbridge_fill	-1	1	1647882	1648736	unassigned	block_20	1648736	1	nearest_block
1648736	block_20	1	1	0.500000	tagged_backbone									
1648826	block_20	-1	-1	0.500000	tagged_backbone									
1649846	block_20	1	1	0.500000	tagged_backbone									
1649932	block_20	1	1	0.500000	tagged_backbone									
1649976	block_20	1	1	0.500000	tagged_backbone									
1649993	block_20	-1	-1	0.500000	tagged_backbone									
1650000	block_20	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1649993	1650777	unassigned	block_20	1649993	-1	nearest_block
1650777	block_21	1	1	1.000000	tagged_backbone									
1651137	block_21	1	1	1.000000	tagged_backbone									
1651267	block_21	1	1	1.000000	tagged_backbone									
1651785	block_21	-1	-1	1.000000	tagged_backbone									
1651926	block_21	-1	-1	0.375000	tagged_backbone									
1652061	block_21	-1	-1	1.000000	tagged_backbone									
1652135	block_21	-1	-1	1.000000	tagged_backbone									
1652592	block_21	-1	-1	1.000000	tagged_backbone									
1652779	block_21	-1	-1	1.000000	tagged_backbone									
1652913	block_21	-1	-1	1.000000	tagged_backbone									
1653147	unassigned	0	0	0.000000	missing									
1653396	block_22	1	1	1.000000	tagged_backbone									
1653472	block_22	1	1	1.000000	tagged_backbone									
1653811	block_22	1	1	0.500000	tagged_backbone									
1653893	block_22	1	1	0.300000	tagged_spine_readbridge_fill	-1	-1	1653811	1654143	unassigned	block_22	1653811	1	nearest_block
1653934	block_22	-1	-1	0.300000	tagged_spine_readbridge_fill	1	-1	1653811	1654143	unassigned	block_22	1653811	1	nearest_block
1654143	block_23	1	1	1.000000	tagged_backbone									
1654188	block_23	1	1	1.000000	tagged_backbone									
1658830	block_23	-1	-1	1.000000	tagged_backbone									
1658866	block_23	-1	-1	1.000000	tagged_backbone									
1659060	block_23	-1	-1	1.000000	tagged_backbone									
1659114	block_23	-1	-1	1.000000	tagged_backbone									
1659220	block_23	-1	-1	0.375000	tagged_backbone									
1661177	block_23	-1	-1	0.375000	tagged_backbone									
1661420	block_23	-1	-1	0.375000	tagged_backbone									
1662777	block_23	-1	-1	1.000000	tagged_backbone									
1662799	block_23	-1	-1	1.000000	tagged_backbone									
1662809	block_23	-1	-1	1.000000	tagged_backbone									
1662995	block_23	-1	-1	1.000000	tagged_backbone									
1662998	block_23	-1	-1	1.000000	tagged_backbone									
1663055	block_23	-1	-1	1.000000	tagged_backbone									
1663377	block_23	-1	-1	1.000000	tagged_backbone									
1663463	block_23	-1	-1	1.000000	tagged_backbone									
1663601	block_23	-1	-1	1.000000	tagged_backbone									
1663605	block_23	-1	-1	1.000000	tagged_backbone									
1663626	block_23	-1	-1	1.000000	tagged_backbone									
1663716	block_23	-1	-1	1.000000	tagged_backbone									
1663721	block_23	-1	-1	1.000000	tagged_backbone									
1663738	block_23	-1	-1	1.000000	tagged_backbone									
1663749	block_23	-1	-1	1.000000	tagged_backbone									
1663814	block_23	-1	-1	1.000000	tagged_backbone									
1665061	block_23	-1	-1	0.375000	tagged_backbone									
1665581	block_23	-1	-1	0.375000	tagged_backbone									
1667948	block_23	-1	-1	0.375000	tagged_backbone									
1668108	block_23	-1	-1	1.000000	tagged_backbone									
1668373	block_23	1	1	0.490000	tagged_backbone									
1668542	block_23	-1	-1	1.000000	tagged_backbone									
1668717	block_23	-1	-1	0.300000	tagged_spine_readbridge_fill	-1	1	1668542	1669576	unassigned	block_23	1668542	-1	nearest_block
1668721	block_23	-1	-1	0.300000	tagged_spine_readbridge_fill	-1	1	1668542	1669576	unassigned	block_23	1668542	-1	nearest_block
1669576	block_24	-1	-1	0.375000	tagged_backbone									
1669613	block_24	-1	-1	0.375000	tagged_backbone									
1671097	block_24	-1	-1	0.114185	tagged_backbone									
1671148	block_24	-1	-1	0.114185	tagged_backbone									
1671995	block_24	-1	-1	0.114185	tagged_backbone									
1673060	block_24	-1	-1	0.114185	tagged_backbone									
1673818	block_24	-1	-1	0.112073	tagged_backbone									
1674868	block_24	-1	-1	0.112073	tagged_backbone									
1675091	block_24	-1	-1	0.375000	tagged_backbone									
1677720	unassigned	0	0	0.000000	missing									
1677726	block_25	-1	-1	0.109987	tagged_backbone									
1679993	block_25	-1	-1	0.109987	tagged_backbone									
1680214	block_25	-1	-1	0.109987	tagged_backbone									
1680556	block_25	-1	-1	0.109987	tagged_backbone									
1680672	block_25	-1	-1	0.107929	tagged_backbone									
1681164	block_25	-1	-1	0.107929	tagged_backbone									
1681370	block_25	-1	-1	0.107929	tagged_backbone									
1683909	block_25	-1	-1	0.107929	tagged_backbone									
1684266	block_25	-1	-1	1.000000	tagged_backbone									
1684308	block_25	-1	-1	1.000000	tagged_backbone									
1684619	block_25	-1	-1	1.000000	tagged_backbone									
1686882	block_25	-1	-1	1.000000	tagged_backbone									
1687061	block_25	-1	-1	0.500000	tagged_backbone									
1687153	block_25	-1	-1	0.500000	tagged_backbone									
1687159	block_25	-1	-1	0.500000	tagged_backbone									
1687236	block_25	-1	-1	0.500000	tagged_backbone									
1687643	block_25	-1	-1	0.500000	tagged_backbone									
1688102	block_25	-1	-1	1.000000	tagged_backbone									
1688328	block_25	-1	-1	0.500000	tagged_backbone									
1688409	block_25	-1	-1	0.500000	tagged_backbone									
1688502	block_25	1	1	1.000000	tagged_backbone									
1689465	unassigned	0	0	0.000000	missing									
1690311	block_26	-1	-1	0.375000	tagged_backbone									
1692406	block_26	-1	-1	1.000000	tagged_backbone									
1692533	block_26	-1	-1	1.000000	tagged_backbone									
1692787	block_26	-1	-1	1.000000	tagged_backbone									
1694167	block_26	-1	-1	0.266271	tagged_backbone									
1695538	block_26	-1	-1	0.375000	tagged_backbone									
1696117	unassigned	0	0	0.000000	missing									
1696366	unassigned	0	0	0.000000	missing									
1696758	unassigned	0	0	0.000000	missing									
1704310	block_27	-1	-1	0.375000	tagged_backbone									
1708362	unassigned	0	0	0.000000	missing									
1714932	unassigned	0	0	0.000000	missing									
1716116	unassigned	0	0	0.000000	missing									
1717953	unassigned	0	0	0.000000	missing									
1726904	unassigned	0	0	0.000000	missing									
1728604	block_28	-1	-1	0.375000	tagged_backbone									
1729539	block_28	-1	-1	0.375000	tagged_backbone									
1729814	block_28	-1	-1	0.375000	tagged_backbone									
1730405	block_28	-1	-1	0.297146	tagged_backbone									
1737504	block_28	-1	-1	0.297146	tagged_backbone									
1737703	block_28	-1	-1	0.297146	tagged_backbone									
1738525	unassigned	0	0	0.000000	missing									
1740017	unassigned	0	0	0.000000	missing									
1741733	block_29	-1	-1	0.375000	tagged_backbone									
1742470	block_29	1	1	0.500000	tagged_backbone									
1742587	block_29	-1	-1	0.500000	tagged_backbone									
1742672	block_29	1	1	0.300000	tagged_spine_readbridge_fill	-1	-1	1742587	1743238	unassigned	block_29	1742587	-1	nearest_block
1743238	block_30	-1	-1	0.375000	tagged_backbone									
1744652	block_30	-1	-1	0.375000	tagged_backbone									
1747472	block_30	-1	-1	0.375000	tagged_backbone									
1748597	block_30	-1	-1	0.297146	tagged_backbone									
1748780	block_30	-1	-1	0.297146	tagged_backbone									
1749826	block_30	-1	-1	0.297146	tagged_backbone									
1750226	unassigned	0	0	0.000000	missing									
1750280	block_31	-1	-1	0.297146	tagged_backbone									
1751981	block_31	-1	-1	0.297146	tagged_backbone									
1752461	block_31	-1	-1	0.297146	tagged_backbone									
1752730	block_31	-1	-1	0.297146	tagged_backbone									
1753033	block_32	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1752730	1753319	unassigned	block_32	1753319	1	nearest_block
1753319	block_32	1	1	0.500000	tagged_backbone									
1753361	block_32	1	1	0.500000	tagged_spine_readbridge_fill	1	1	1753319	1754601	unassigned	block_32	1753319	1	nearest_block
1754601	block_33	1	1	0.375000	tagged_backbone									
1755504	block_33	1	1	0.500000	tagged_backbone									
1755523	block_33	1	1	0.300000	tagged_spine_readbridge_fill	-1	-1	1755504	1755713	unassigned	block_33	1755504	1	nearest_block
1755713	block_34	-1	-1	0.490000	tagged_backbone									
1756043	block_34	1	1	1.000000	tagged_backbone									
1756186	block_34	-1	-1	0.500000	tagged_backbone									
1756945	block_34	1	1	1.000000	tagged_backbone									
1757074	block_34	-1	-1	1.000000	tagged_backbone									
1757725	block_34	-1	-1	0.375000	tagged_backbone									
1758323	block_34	-1	-1	0.304170	tagged_backbone									
1759354	block_34	-1	-1	0.304170	tagged_backbone									
1759611	block_34	-1	-1	0.304170	tagged_backbone									
1760882	unassigned	0	0	0.000000	missing									
1761827	unassigned	0	0	0.000000	missing									
1764023	block_35	-1	-1	0.303948	tagged_backbone									
1764315	block_35	-1	-1	0.303948	tagged_backbone									
1770997	block_35	-1	-1	0.303948	tagged_backbone									
1771055	unassigned	0	0	0.000000	missing									
1773476	unassigned	0	0	0.000000	missing									
1774721	block_36	-1	-1	0.303777	tagged_backbone									
1775296	block_36	-1	-1	0.303777	tagged_backbone									
1775447	block_36	-1	-1	0.303655	tagged_backbone									
1775996	block_36	-1	-1	0.303655	tagged_backbone									
1777680	block_36	-1	-1	0.303655	tagged_backbone									
1778596	block_36	-1	-1	0.303655	tagged_backbone									
1781909	block_36	-1	-1	0.303585	tagged_backbone									
1782906	block_36	-1	-1	0.303585	tagged_backbone									
1783046	unassigned	0	0	0.000000	missing									
1794187	block_37	-1	-1	0.303585	tagged_backbone									
1797530	block_37	-1	-1	0.375000	tagged_backbone									
1798974	block_37	-1	-1	0.375000	tagged_backbone									
1801188	unassigned	0	0	0.000000	missing									
1811084	block_38	-1	-1	0.375000	tagged_backbone									
1813304	unassigned	0	0	0.000000	missing									
1814287	block_39	-1	-1	0.317581	tagged_backbone									
1815255	block_39	-1	-1	0.375000	tagged_backbone									
1820337	block_39	-1	-1	0.375000	tagged_backbone									
1822247	unassigned	0	0	0.000000	missing									
1836126	block_40	-1	-1	0.375000	tagged_backbone									
1837340	block_40	-1	-1	0.375000	tagged_backbone									
1844830	block_40	1	1	0.226036	tagged_backbone									
1846651	block_40	1	1	0.230358	tagged_backbone									
1850408	block_40	1	1	0.230358	tagged_backbone									
1855245	block_40	1	1	0.230358	tagged_backbone									
1855939	block_40	1	1	0.230358	tagged_backbone									
1857250	block_40	1	1	0.375000	tagged_backbone									
1871210	block_40	1	1	0.375000	tagged_backbone									
1877316	block_40	1	1	0.375000	tagged_backbone									
1880594	block_40	1	1	1.000000	tagged_backbone									
1880596	block_40	-1	-1	1.000000	tagged_backbone									
1881065	block_40	1	1	0.490000	tagged_backbone									
1881798	block_40	-1	-1	0.375000	tagged_backbone									
1882449	block_40	-1	-1	0.375000	tagged_backbone									
1882915	block_40	-1	-1	0.305958	tagged_backbone									
1886690	block_40	-1	-1	0.305958	tagged_backbone									
1892085	block_40	-1	-1	0.305958	tagged_backbone									
1897985	block_40	-1	-1	0.305958	tagged_backbone									
1898043	block_40	-1	-1	0.375000	tagged_backbone									
1898712	block_40	-1	-1	0.375000	tagged_backbone									
1902679	block_40	-1	-1	0.375000	tagged_backbone									
1903242	block_40	-1	-1	0.375000	tagged_backbone									
1906935	block_40	1	1	0.375000	tagged_backbone									
1909167	block_40	1	1	0.375000	tagged_backbone									
1910289	block_40	-1	-1	1.000000	tagged_backbone									
1910369	block_40	-1	-1	1.000000	tagged_backbone									
1910480	block_40	-1	-1	1.000000	tagged_backbone									
1912140	unassigned	0	0	0.000000	missing									
1912607	unassigned	0	0	0.000000	missing									
1912908	unassigned	0	0	0.000000	missing									
1914345	block_41	-1	-1	0.137409	tagged_backbone									
1914634	block_41	-1	-1	0.137409	tagged_backbone									
1914918	block_41	-1	-1	0.137409	tagged_backbone									
1915143	unassigned	0	0	0.000000	missing									
1915326	unassigned	0	0	0.000000	missing									
1916217	block_42	-1	-1	0.141862	tagged_backbone									
1916417	block_42	-1	-1	0.141862	tagged_backbone									
1916670	block_42	-1	-1	0.141862	tagged_backbone									
1918090	block_42	-1	-1	0.146340	tagged_backbone									
1918989	block_42	-1	-1	0.146340	tagged_backbone									
1920497	block_42	-1	-1	0.146340	tagged_backbone									
1920695	block_42	-1	-1	0.146340	tagged_backbone									
1921333	block_42	-1	-1	0.150839	tagged_backbone									
1921745	block_42	-1	-1	0.150839	tagged_backbone									
1922670	block_42	-1	-1	0.150839	tagged_backbone									
1922882	block_42	-1	-1	0.150839	tagged_backbone									
1924011	block_42	-1	-1	0.375000	tagged_backbone									
1924788	block_42	-1	-1	0.375000	tagged_backbone									
1925281	block_42	-1	-1	0.375000	tagged_backbone									
1925307	block_42	-1	-1	0.375000	tagged_backbone									
1926870	block_42	-1	-1	0.309500	tagged_backbone									
1927857	block_42	-1	-1	0.309500	tagged_backbone									
1928648	block_42	-1	-1	0.309500	tagged_backbone									
1929904	block_42	-1	-1	0.309500	tagged_backbone									
1930143	block_42	1	1	0.375000	tagged_backbone									
1931519	block_42	1	1	0.235373	tagged_backbone									
1931587	block_42	1	1	0.235373	tagged_backbone									
1933859	block_42	1	1	0.375000	tagged_backbone									
1935938	block_42	1	1	0.500000	tagged_backbone									
1935987	block_42	1	1	0.500000	tagged_backbone									
1936077	block_42	1	1	1.000000	tagged_backbone									
1936627	block_42	1	1	0.500000	tagged_backbone									
1937273	unassigned	0	0	0.000000	missing									
1937895	unassigned	0	0	0.000000	missing									
1938771	block_43	1	1	0.141738	tagged_backbone									
1938830	unassigned	0	0	0.000000	missing									
1939978	unassigned	0	0	0.000000	missing									
1940540	unassigned	0	0	0.000000	missing									
1940973	block_44	1	1	0.375000	tagged_backbone									
1942014	block_44	1	1	0.500000	tagged_backbone									
1942075	block_44	-1	-1	0.500000	tagged_backbone									
1942086	unassigned	0	0	0.500000	missing									
1942258	block_44	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1942075	1943142	unassigned	block_44	1942075	-1	nearest_block
1942260	block_44	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1942075	1943142	unassigned	block_44	1942075	-1	nearest_block
1942887	block_45	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1942075	1943142	unassigned	block_45	1943142	1	nearest_block
1942901	block_45	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1942075	1943142	unassigned	block_45	1943142	1	nearest_block
1943142	block_45	1	1	1.000000	tagged_backbone									
1943398	block_45	-1	-1	0.500000	tagged_spine_readbridge_fill	1	-1	1943142	1943706	unassigned	block_45	1943142	1	nearest_block
1943706	block_46	-1	-1	0.500000	tagged_backbone									
1943828	block_46	-1	-1	0.300000	tagged_spine_readbridge_fill	-1	1	1943706	1944091	unassigned	block_46	1943706	-1	nearest_block
1944074	block_47	-1	-1	0.500000	tagged_spine_readbridge_fill	-1	1	1943706	1944091	unassigned	block_47	1944091	-1	nearest_block
1944091	block_47	-1	-1	0.500000	tagged_backbone									
1944182	block_47	1	1	0.500000	tagged_backbone									
1944216	block_47	1	1	0.500000	tagged_backbone									
1944419	block_47	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1944216	1944675	unassigned	block_47	1944216	1	nearest_block
1944420	block_47	1	1	0.500000	tagged_spine_readbridge_fill	1	1	1944216	1944675	unassigned	block_47	1944216	1	nearest_block
1944675	block_48	1	1	1.000000	tagged_backbone									
1944869	block_48	1	1	0.490000	tagged_backbone									
1945121	block_48	-1	-1	1.000000	tagged_backbone									
1945799	block_48	1	1	0.500000	tagged_backbone									
1945913	block_48	1	1	1.000000	tagged_backbone									
1946013	block_49	1	1	0.300000	tagged_spine_readbridge_fill	1	1	1945913	1946058	unassigned	block_49	1946058	1	nearest_block
1946058	block_49	1	1	0.500000	tagged_backbone									
1946632	block_49	1	1	1.000000	tagged_backbone									
1947189	block_49	-1	-1	0.375000	tagged_backbone									
1947645	unassigned	0	0	0.000000	missing									
1948124	block_50	1	1	0.500000	tagged_spine_readbridge_fill	1	1	1947189	1948519	unassigned	block_50	1948519	-1	nearest_block
1948515	block_50	-1	-1	0.300000	tagged_spine_readbridge_fill	-1	1	1947189	1948519	unassigned	block_50	1948519	-1	nearest_block
1948519	block_50	-1	-1	0.500000	tagged_backbone									
1950848	block_50	-1	-1	1.000000	tagged_backbone									
1951510	block_50	-1	-1	1.000000	tagged_backbone									
1951521	block_50	-1	-1	1.000000	tagged_backbone									
1951920	block_50	-1	-1	1.000000	tagged_backbone									
1954783	unassigned	0	0	0.000000	missing									
1954946	block_51	1	1	1.000000	tagged_backbone									
1955580	block_51	1	1	1.000000	tagged_backbone									
1955610	block_51	-1	-1	1.000000	tagged_backbone									
1956930	block_51	1	1	0.234645	tagged_backbone									
1957586	block_51	1	1	0.236284	tagged_backbone									
1958353	unassigned	0	0	0.000000	missing									
1973391	block_52	1	1	0.236266	tagged_backbone									
1975350	unassigned	0	0	0.000000	missing									
1977167	block_53	1	1	0.244162	tagged_backbone									
1986564	block_53	-1	-1	0.375000	tagged_backbone									
1991761	block_53	-1	-1	0.500000	tagged_backbone									
1991778	block_53	-1	-1	0.500000	tagged_backbone									
1991867	block_53	-1	-1	1.000000	tagged_backbone									
1992242	block_53	-1	-1	0.500000	tagged_backbone									
2003197	block_53	-1	-1	0.375000	tagged_backbone									
2030666	unassigned	0	0	0.000000	missing									
2042905	unassigned	0	0	0.000000	missing									
2046191	unassigned	0	0	0.000000	missing									
2053253	unassigned	0	0	0.000000	missing									
2053372	block_54	1	1	0.375000	tagged_backbone									
2055769	unassigned	0	0	0.000000	missing									
2056323	unassigned	0	0	0.000000	missing									
2056605	block_55	-1	-1	0.375000	tagged_backbone									
2060607	unassigned	0	0	0.000000	missing									
2061187	block_56	1	1	0.375000	tagged_backbone									
2065120	block_56	1	1	0.375000	tagged_backbone									
2068401	block_56	1	1	0.316076	tagged_backbone									
2070129	block_56	1	1	0.375000	tagged_backbone									
2074301	unassigned	0	0	0.000000	missing									
2075002	unassigned	0	0	0.000000	missing									
2076235	unassigned	0	0	0.000000	missing									
2078147	block_57	-1	-1	0.312061	tagged_backbone									
2079294	block_57	-1	-1	1.000000	tagged_backbone									
2079413	block_57	-1	-1	1.000000	tagged_backbone									
2079555	block_57	-1	-1	1.000000	tagged_backbone									
2079861	block_57	-1	-1	1.000000	tagged_backbone									
2079933	block_57	-1	-1	1.000000	tagged_backbone									
2081307	unassigned	0	0	0.000000	missing									
2082783	block_58	-1	-1	0.375000	tagged_backbone									
2084002	unassigned	0	0	0.000000	missing									
2084904	unassigned	0	0	0.000000	missing									
2085050	unassigned	0	0	0.000000	missing									
2085858	block_59	-1	-1	0.375000	tagged_backbone									
2087423	block_59	-1	-1	0.375000	tagged_backbone									
2087631	block_59	-1	-1	0.375000	tagged_backbone									
2087942	block_59	-1	-1	0.375000	tagged_backbone									
2089050	block_59	-1	-1	0.375000	tagged_backbone									
2089466	unassigned	0	0	0.000000	missing									
2090332	block_60	-1	-1	0.375000	tagged_backbone									
2090729	unassigned	0	0	0.000000	missing									
2091127	block_61	-1	-1	0.375000	tagged_backbone									
2091780	block_61	-1	-1	0.375000	tagged_backbone									
2092415	unassigned	0	0	0.000000	missing									
2093604	block_62	-1	-1	0.284190	tagged_backbone									
2093894	unassigned	0	0	0.000000	missing									
2094100	block_63	-1	-1	0.284669	tagged_backbone									
2094447	unassigned	0	0	0.000000	missing									
2094922	unassigned	0	0	0.000000	missing									
2095729	block_64	1	1	0.375000	tagged_backbone									
2096688	unassigned	0	0	0.000000	missing									
2101670	block_65	1	1	1.000000	tagged_backbone									
2101817	block_65	1	1	1.000000	tagged_backbone									
2101945	block_65	1	1	1.000000	tagged_backbone									
2105158	unassigned	0	0	0.000000	missing									
2107223	block_66	1	1	0.490000	tagged_backbone									
2107293	block_66	-1	-1	1.000000	tagged_backbone									
2107385	block_66	-1	-1	1.000000	tagged_backbone									
2108280	block_66	-1	-1	0.375000	tagged_backbone									
2109346	block_66	-1	-1	0.375000	tagged_backbone									
2109497	block_66	-1	-1	0.375000	tagged_backbone									
