split	label	method	n_truth_het_sites_in_bed	n_pred_sites_nonzero	n_exact_overlap_sites_phased	pct_truth_sites_phased	hamming_errors	hamming_denominator	hamming_error_rate	switch_errors	switch_denominator	switch_error_rate	phased_site_accuracy_pct	truth_correct_pct	raw_block_n50_bp	median_block_span_bp	phasing_coverage_pct	runtime_seconds	path
hard_chr6	chr6_30_35mb	AWPhase_Phase6C_Rust_WMEC	10287	11752	8844	0.8597258675998833	189	8844	0.021370420624151967	26	8684	0.0029940119760479044	97.86295793758481	84.13531641878097	45689	9581	85.97258675998833	12.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase6c.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase7A_current	10287	11752	8844	0.8597258675998833	189	8844	0.021370420624151967	26	8684	0.0029940119760479044	97.86295793758481	84.13531641878097	45689	9581	85.97258675998833	14.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase7a.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT	10287	12646	9667	0.9397297560027219	209	9667	0.021619944139857246	26	9507	0.0027348269696013464	97.83800558601428	91.94128511713814	45689	9607	93.97297560027219	16.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT_HMM	10287	12653	9673	0.940313016428502	209	9673	0.021606533650367	26	9513	0.0027331020708504152	97.83934663496329	91.99961115971614	45689	9607	94.0313016428502	21.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt_hmm.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT_V2_exact_prefix	10287	12648	9669	0.9399241761446486	211	9669	0.021822318750646396	27	9509	0.0028394152907771585	97.81776812493536	91.94128511713814	45191	9922	93.99241761446486	23.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt_v2.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT_HMM_V2_forward_backward	10287	12676	9695	0.9424516379896958	211	9695	0.021763795771015986	33	9535	0.0034609334032511796	97.8236204228984	92.19403130164285	45689	9922	94.24516379896957	34.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt_hmm_v2.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT_V3_bidirectional_prefix	10287	12648	9669	0.9399241761446486	211	9669	0.021822318750646396	27	9509	0.0028394152907771585	97.81776812493536	91.94128511713814	45191	9922	93.99241761446486	25.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt_v3.metrics.json
hard_chr6	chr6_30_35mb	AWPhase_Phase8_PBWT_HMM_V3_bidirectional_forward_backward	10287	12676	9695	0.9424516379896958	211	9695	0.021763795771015986	33	9535	0.0034609334032511796	97.8236204228984	92.19403130164285	45689	9922	94.24516379896957	37.0	results/phase7a_windows/chr6_30_35mb_pacbio_hifi30x_mcs64_phase7a/truth_eval_phase8pbwt_hmm_v3.metrics.json
hard_chr6	chr6_30_35mb	WhatsHap_Illumina30x	10287	12953	9643	0.9373967142996015	267	9643	0.027688478689204606	94	8929	0.010527494680255347	97.23115213107954	91.14416253523865	3466612	686	93.73967142996014	28.0	baselines/whatshap/chr6_30_35mb_whatshap_illumina30x/truth_eval.metrics.json
hard_chr6	chr6_30_35mb	WhatsHap_PacBio_HiFi30x	10287	13577	10278	0.9991251093613298	49	10278	0.00476746448725433	57	10261	0.005555014131176299	99.52325355127456	99.43618158841257	456640	105417	99.91251093613299	26.0	baselines/whatshap/chr6_30_35mb_whatshap_pacbio/truth_eval.metrics.json
